fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,15000,15000,15000
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,181,MOBILE COMMUNICATION SERVICES,84500,84500,73060
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERVICES,107681,107681,98823
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,31823,31823,31823
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE - NON-CENTREX BILLINGS,32000,32000,29200
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE - MAINTENANCE,1000,1000,80
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18500,18500,18500
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,840400,840400,2736463
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPLIES,10500,10500,10500
LOCAL,300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,9481,REIMBURSEMENT - DSS,35000,35000,35000
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,0,3894519,11828596
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,0,0,142062
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,20,OVERTIME,0,0,1000000
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,319,CLOTHING,1830,1830,0
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,1450531,1450531,2250825
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,224550,224550,0
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,350000,350000,0
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,6116824,6116824,6684876
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE - PREVAILING RATE,48858,48858,50715
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,195000,195000,0
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,825000,825000,825000
LOCAL,310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,4675334,4675334,8175334
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,14625238,14625238,17379893
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,11,CONTRACT WAGE - SALARY,4362,4362,94285
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,69803,69803,95181
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,50736,50736,22932
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,20,OVERTIME,950000,950000,1200000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,39,STUDENT AS TRAINEES,10000,10000,10000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,49,WORKERS' COMPENSATION,2050085,2050085,2050085
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,27000,27000,30500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,130,POSTAGE,500,500,250
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,138,IT MAINTENANCE,3905000,3905000,5618200
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,17591100,17591100,19052100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,8000,8000,8000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,275200,275200,170000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCHITECTURE,52000,52000,40000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,148,TESTING AND INSPECTING,2500,2500,12500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,202000,202000,202400
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,31000,31000,50000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,154,RENTAL-DATA HARDWARE EQ,10000,10000,10000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,14076200,14076200,12978800
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,1350000,1350000,1775000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,17052300,17052300,18052200
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,11854500,11854500,13993700
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,163,MAINT STREETS,4200000,4200000,4470000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,51200,51200,51100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,168,EDUCATION DEVELOPMENT,129100,129100,127300
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,44300,44300,28300
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMMUNICATION SERVICES,31000,31000,37600
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,183,WATER,420000,420000,520000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERVICES,450000,450000,500000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,21500,21500,22200
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE - NON-CENTREX BILLINGS,501000,501000,482000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE - RELOCATIONS,1000,1000,1000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE - MAINTENANCE,5000,5000,8000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,100,100,100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TO TRAVELERS,9500,9500,12200
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100,100,100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SANITATION SUPPLIES,39000,39000,39000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,33900,33900,33900
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,2510800,2510800,2540800
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,345,APPARATUS AND INSTRUMENTS,5000,5000,6600
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,22000,22000,12000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,62500,62500,62500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,6500,6500,6500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,362,PAINTS AND PAINTING SUPPLIES,70000,70000,70000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000,2000,2000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,497000,497000,697000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,15000,15000,15000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,160000,160000,477000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,25000,25000,50000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,30000,30000,24800
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE - DATA HARDWARE,240000,240000,247000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - 2FM,35000,35000,35000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,94556948,94556948,109531170
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,6,SALARY PROVISION,100000,100000,0
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,11,CONTRACT WAGE - SALARY,23540,23540,458304
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,640116,640116,731652
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,290373,290373,183856
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,5326300,5326300,8000000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,175000,175000,175000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,49,WORKERS' COMPENSATION,12242520,12242520,12242520
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,137500,137500,153000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,30000,30000,25000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,138,IT MAINTENANCE,15019400,15019400,13824800
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,74739700,74739700,84356600
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,141,APPRAISALS,12000,12000,84000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,142,ACCOUNTING AND AUDITING,1072700,1072700,609900
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,144,ENGINEERING AND ARCHITECTURE,1073500,1073500,980000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,147,SURVEYS,15000,15000,15000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,148,TESTING AND INSPECTING,81500,81500,31500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,490000,490000,490800
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,152,ADVERTISING,185000,185000,200000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,154,RENTAL-DATA HARDWARE EQ,50000,50000,50000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,155,RENTAL OF PROPERTY,2819000,2819000,2819000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,51661400,51661400,45599000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,160,REPAIR/MAINT PROPERTY,1930000,1930000,1950000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,161,MAINT FACILITIES,37005400,37005400,33264000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,162,REPAIR/MAINT EQUIPMENT,14915400,14915400,15854600
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,163,MAINT STREETS,8701000,8701000,8751000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,166,DUES  SUBSC & MEM,412400,412400,463800
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,168,EDUCATION DEVELOPMENT,1494800,1494800,1701000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,169,TECHNICAL MEETING COSTS,310900,310900,304700
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,178,FREIGHT AND EXPRESS CHARGES,21000,21000,21000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,181,MOBILE COMMUNICATION SERVICES,201000,201000,172800
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,183,WATER,8000000,8000000,11000000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,185,WASTE DISPOSAL SERVICES,1595000,1595000,1595000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,257000,257000,299800
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,190,TELEPHONE - NON-CENTREX BILLINGS,759200,759200,946000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,191,TELEPHONE - RELOCATIONS,3000,3000,6000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,196,DATA CIRCUITS,400000,400000,430000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,197,TELEPHONE - MAINTENANCE,16000,16000,44400
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,5500,5500,5500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,245,REIMBURSEMENT TO TRAVELERS,96000,96000,196000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,270,LOCAL TRANSPORTATION,6500,6500,6500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,313,CLEANING AND SANITATION SUPPLIES,480000,480000,450000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,314,FUEL OIL,360000,360000,360000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,319,CLOTHING,258100,258100,405000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,340,MATERIAL AND SUPPLIES,10040200,10040200,9843000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,345,APPARATUS AND INSTRUMENTS,10000,10000,68500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,348,BOOKS AND RELATED MATERIAL,17300,17300,17300
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,200000,200000,200000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,360,REPAIR PARTS AND MATERIAL,1507500,1507500,1507500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,351000,351000,450000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,362,PAINTS AND PAINTING SUPPLIES,322500,322500,460000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,364,PLUMBING SUPPLIES,180000,180000,180000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,365,ELECTRICAL SUPPLIES,4100000,4100000,4100000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,402,TOOLS > $100 UNIT,32000,32000,35000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,423,COMMUNICATION DEVICES,352700,352700,1636200
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,424,FURNITURE AND FURNISHINGS,310000,310000,310000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,440,MACHINERY AND EQUIPMENT,752200,752200,972500
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,446,PURCHASE - DATA HARDWARE,933000,933000,946600
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9438,REIMBURSEMENT - 2FM,90000,90000,90000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9441,REIMBURSEMENT - CDPH,90000,90000,90000
LOCAL,740,O HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9481,REIMBURSEMENT - DSS,1200000,1200000,1200000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,3132488,3132488,4619651
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,11,CONTRACT WAGE - SALARY,2679,2679,0
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE - PREVAILING RATE,9467,9467,28967
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,6025,6025,5287
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,20,OVERTIME,82000,82000,82000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,130,POSTAGE,158359,158359,200000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,3175678,3175678,3209678
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,150,PUBLICATN & REPRODT-OUT,71900,71900,71900
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,45000,45000,36000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,466675,466675,466675
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,438000,438000,438000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,22500,22500,22500
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,12500,12500,12500
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,189,TELEPHONE - NON-CENTREX BILLINGS,10400,10400,12200
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,190,TELEPHONE - NON-CENTREX BILLINGS,310000,310000,300000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,510000,510000,501700
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,60350,60350,40580
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TO TRAVELERS,27750,27750,18450
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,359250,359250,334250
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MATERIAL,500,500,500
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,16500,16500,14500
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,9000,9000,9000
LOCAL,200,WATER FUND,88,WATER MANAGEMENT,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,151000,151000,101000
