fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0Z29,Pathways to Freedom,1,Office of the Mayor,2828,Pathways to Freedom,44,Fringe Benefits,0,0,37581
GRANTS,0Z29,Pathways to Freedom,1,Office of the Mayor,2828,Pathways to Freedom,140,For Professional and Technical Services and Other Third Party Benefit Agreements,316000,316000,154719
GRANTS,0Z49,HBS Fellows,1,Office of the Mayor,2827,HBS Fellows Program,6,Salary Provision,0,0,41000
GRANTS,0Z49,HBS Fellows,1,Office of the Mayor,2827,HBS Fellows Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,82000,82000,0
GRANTS,0Z50,Chicago Green Living Program (Green Living),1,Office of the Mayor,2829,Chicago Green Living Program (Green Living),140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000,25000,25000
GRANTS,0Z51,Chicago Green Living Program (Partners for Places),1,Office of the Mayor,2830,Chicago Green Living Program (Partners for Places),140,For Professional and Technical Services and Other Third Party Benefit Agreements,75000,75000,75000
GRANTS,0Z52,Workforce Innovation,1,Office of the Mayor,2831,Workforce Innovation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,400000,400000,400000
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,5,Salaries and Wages - on Payroll,1040968,1040968,1159490
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,15,Schedule Salary Adjustments,4479,4479,8458
GRANTS,0U62,Air Pollution Control Program,41,Department of Public Health,2714,Air Pollution Control Program,6,Salary Provision,0,0,508000
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,39,For the Employment of Students as Trainees,26876,26876,26876
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,44,Fringe Benefits,460550,460550,470435
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,140,For Professional and Technical Services and Other Third Party Benefit Agreements,417477,417477,360491
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,166,Dues  Subscriptions and Memberships,0,0,500
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,190,Telephone - Non-Centrex Billings,1650,1650,2250
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,245,Reimbursement to Travelers,0,0,2500
GRANTS,0J63,Community Development Block Grant - Disaster Recovery,5,Office of Budget and Management,2880,Community Development Block Grant - Disaster Recovery,140,For Professional and Technical Services and Other Third Party Benefit Agreements,259000,259000,259000
GRANTS,0Z27,Labor Management Cooperation,5,Office of Budget and Management,2820,Labor Management Cooperation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,95000,95000,50000
GRANTS,0Z28,Labor Management Cooperation,5,Office of Budget and Management,2820,Labor Management Cooperation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,10000,10000,4000
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,5,Salaries and Wages - on Payroll,320013,320013,324945
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,6,Salary Provision,0,0,224222
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,15,Schedule Salary Adjustments,0,0,1770
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,44,Fringe Benefits,136267,136267,138063
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2720,2720,0
GRANTS,0293,Rental Rehabilitation,21,Department of Housing,2830,Rental Rehabilitation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,6139000
GRANTS,0831,Home Program Income,21,Department of Housing,2833,Home Investment Partnership,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,3697000
GRANTS,0K14,Home Program,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,1090000
GRANTS,0K32,Foreclosure Prevention Program,21,Department of Housing,2832,Foreclosure Prevention Program,135,For Delegate Agencies,0,0,580000
GRANTS,0K51,Low Income Housing Trust Fund,21,Department of Housing,2835,Low Income Housing Trust Fund,9103,Rehabilitation Loans and Grants,0,0,5700000
GRANTS,0K73,Home Program,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,3135000
GRANTS,0K89,Home Program,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,9655000
GRANTS,0V24,Home Program,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,13388000
GRANTS,0V43,Abandoned Residential Property,21,Department of Housing,2834,Abandoned Residential Property Relief,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,1200000
GRANTS,0V47,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,19290000
GRANTS,0W81,Abandoned Residential Property Municipality Relief,21,Department of Housing,2834,Abandoned Residential Property Relief,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,2579000
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,5,Salaries and Wages - on Payroll,0,0,1123812
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,15,Schedule Salary Adjustments,0,0,4614
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,44,Fringe Benefits,0,0,455591
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,366124
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,9103,Rehabilitation Loans and Grants,0,0,18020229
GRANTS,0W82,Home Investment Partnership,21,Department of Housing,2833,Home Investment Partnership,9651,To Reimburse Corporate Fund for Indirect Costs,0,0,329630
GRANTS,0J19,NEA - Art Works Program - Match,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,35000,35000,35000
GRANTS,0J75,Community Arts Access,23,Department of Cultural Affairs and Special Events,2839,IAC - Community Arts Access Program,135,For Delegate Agencies,139000,139000,0
GRANTS,0J92,Partners in Excellence,23,Department of Cultural Affairs and Special Events,2838,IAC - Partners in Excellence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,46000,46000,0
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2848,Summerdance and World Music Festival,140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000,25000,0
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2855,Chicago Cultural Center Exhibition,140,For Professional and Technical Services and Other Third Party Benefit Agreements,187000,187000,0
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2863,Public Art Endowment,140,For Professional and Technical Services and Other Third Party Benefit Agreements,300000,300000,0
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2864,Chicago Cultural Center Foundation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,136000,136000,136000
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2873,Millennium Park Workouts,140,For Professional and Technical Services and Other Third Party Benefit Agreements,125000,125000,0
GRANTS,0P73,DCASE - State Grants,23,Department of Cultural Affairs and Special Events,2859,Chicago Cultural Plan,140,For Professional and Technical Services and Other Third Party Benefit Agreements,134000,134000,0
GRANTS,0Z12,Art Works,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,35000,35000,35000
GRANTS,0Z16,Farmer's Market Grant,23,Department of Cultural Affairs and Special Events,2829,Farmers Markets,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,250000
GRANTS,0Z17,Art Works,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0U26,Maternal and Child Health,41,Department of Public Health,2910,Maternal and Child Health Block Grant,91,Uniform Allowance,0,0,9000
GRANTS,0Z30,Community Arts Access - Match,23,Department of Cultural Affairs and Special Events,2839,IAC - Community Arts Access Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,35000,35000,0
GRANTS,0Z31,IAC - Community Arts Access Program,23,Department of Cultural Affairs and Special Events,2839,IAC - Community Arts Access Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,150000
GRANTS,0Z32,IAC - Community Arts Access Program,23,Department of Cultural Affairs and Special Events,2839,IAC - Community Arts Access Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,40000
GRANTS,0Z33,IAC - Partners in Excellence,23,Department of Cultural Affairs and Special Events,2838,IAC - Partners in Excellence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,58000
GRANTS,0Z34,IAC - Partners in Excellence,23,Department of Cultural Affairs and Special Events,2838,IAC - Partners in Excellence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,58000
GRANTS,0Z35,Chicago Cultural Plan,23,Department of Cultural Affairs and Special Events,2848,Summerdance and World Music Festival,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,25000
GRANTS,0Z35,Chicago Cultural Plan,23,Department of Cultural Affairs and Special Events,2859,Chicago Cultural Plan,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,300000
GRANTS,0Z36,Millennium Park Workouts,23,Department of Cultural Affairs and Special Events,2873,Millennium Park Workouts,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,125000
GRANTS,0Z37,NEA - Art Works Program,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z44,Chicago Cultural Center Exhibition,23,Department of Cultural Affairs and Special Events,2855,Chicago Cultural Center Exhibition,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,250000
GRANTS,0Z45,NEA - Our Town Program,23,Department of Cultural Affairs and Special Events,2872,NEA - Our Town Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z46,NEA - Our Town Program - Match,23,Department of Cultural Affairs and Special Events,2872,NEA - Our Town Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000,50000,50000
GRANTS,0Z48,Cultural Fund,23,Department of Cultural Affairs and Special Events,2851,Cultural Fund,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z53,IAC - Partners in Excellence - Match,23,Department of Cultural Affairs and Special Events,2838,IAC - Partners in Excellence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,46000,46000,0
GRANTS,0Z56,Millennium Park Foundation - Art Works Program,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z59,NEA - Our Town Program,23,Department of Cultural Affairs and Special Events,2872,NEA - Our Town Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000,50000,50000
GRANTS,0Z61,Joyce Foundation - Art Works Program - Match,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z62,NEA - Art Works Program - Match,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0Z63,NEA - Our Town Program - Match,23,Department of Cultural Affairs and Special Events,2872,NEA - Our Town Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,50000
GRANTS,0075,Grants Management Fund,27,Department of Finance,2855,Central Grants Management,5,Salaries and Wages - on Payroll,0,0,229260
GRANTS,0075,Grants Management Fund,27,Department of Finance,2855,Central Grants Management,6,Salary Provision,0,0,22798
GRANTS,0075,Grants Management Fund,27,Department of Finance,2855,Central Grants Management,44,Fringe Benefits,0,0,92942
