fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,237961,237961,210643
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,549324,549324,528839
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,6738,6738,6018
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0049,WORKERS' COMPENSATION,59400,59400,59400
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0051,UNEMPLOYMENT INSURANCE CLAIM,28454,28454,28454
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,12914,12914,12027
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,32622,32622,27903
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,9119
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-33131,-33131,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,269201,269201,268630
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,0991,MATCHING AND SUPPLEMENTAL GRANTS,732000,732000,1334000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9027,SOCIAL SECURITY TAX,1922,1922,1922
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9076,CITY CNTB MEDICARE TAX,81372,81372,81372
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,4996,4996,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9610,REIMB - PENSION PAYMENTS,1768396,1768396,1768396
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,1524500,1524500,1524500
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9771,TRANSFER FOR SERVICES - AIS,134400,134400,134400
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9773,TRANSFER FOR SERVICES - CPD,120000,120000,120000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9774,TRANSFER FOR SERVICES - OEMC,34800,34800,34800
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9775,TRANSFER FOR SERVICES - CFD,21000,21000,21000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9776,TRANSFER FOR SERVICES - DSS,9000,9000,9000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9778,TRANSFER FOR SERVICES - AVIATION,0,0,35000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,3897000,3897000,3652000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,4895000,4895000,5135000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,0943,INTEREST ON LOANS,3202000,3202000,3183412
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,0944,PAYMENT ON LOANS,533000,533000,696524
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,0959,BOND FEES AND COSTS,18000,18000,18000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,9647,TRANSFERS OUT,0,0,6036064
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,356311424,356311424,394696331
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,167860500,167860500,188077450
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,3622076,3622076,5766219
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,4774000,4774000,4774000
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,0961,PAYMENT OF TERM NOTES,114582000,114582000,114582000
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,1669000,1669000,857000
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,14765000,14765000,15570000
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,24637101,24637101,25128131
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,8032900,8032900,7541870
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,1361999,1361999,1361999
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,572542,572542,60267
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,1465918,1465918,1555841
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,3384019,3384019,3906077
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0043,For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...,59062,59062,57528
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,41509,41509,44453
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0049,WORKERS' COMPENSATION,189000,189000,189000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0051,UNEMPLOYMENT INSURANCE CLAIM,93185,93185,93185
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,79553,79553,88835
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,200961,200961,206098
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,67352
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-27033,-27033,0
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0138,IT MAINTENANCE,1335359,1335359,1412668
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,1326109,1326109,1302835
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0142,ACCOUNTING AND AUDITING,470500,470500,470500
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0145,LEGAL EXPENSES,847000,847000,847000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,25025
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0161,MAINT FACILITIES,20000,20000,20000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0172,INSURANCE PREMIUMS,3868800,3868800,3868800
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0245,REIMBURSEMENT TO TRAVELERS,5000,5000,5000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,75170849,75170849,72258841
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,60140000,60140000,68460000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0931,TORT/NON-TORT JUDGMENT,4500,4500,4500
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,0959,BOND FEES AND COSTS,3427784,3427784,5855182
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9027,SOCIAL SECURITY TAX,7025,7025,7025
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9046,OPERATIONS AND MAINTENANCE RESERVE,1200000,1200000,1200000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9076,CITY CNTB MEDICARE TAX,278870,278870,278870
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,30775,30775,0
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9198,COVID-19,461000,461000,461000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,7064645,7064645,7813000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9711,TRANSFER-O'HARE FUND FOR ADMIN SALARIES,3000000,3000000,3000000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9980,MUNICIPAL FUND PENSION ALLOCATION,8551000,8551000,11847000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9981,LABORERS' FUND PENSION ALLOCATION,1398000,1398000,2195000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9982,POLICEMEN'S FUND PENSION ALLOCATION,4316000,4316000,4682000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9983,FIREMEN'S FUND PENSION ALLOCATION,4856000,4856000,5455000
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,6886000,6886000,7017000
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,0976,EMPLOYEE ANNUITY AND BENEFIT,576000000,576000000,959999000
LOCAL,0682,Laborers' and Retirement Board Annuity and Benefit Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,2238000,2238000,2238000
LOCAL,0682,Laborers' and Retirement Board Annuity and Benefit Fund,99,Finance General,2005,Finance General,0976,EMPLOYEE ANNUITY AND BENEFIT,84000000,84000000,116550000
LOCAL,0683,Policemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,32057000,32057000,32541000
LOCAL,0683,Policemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,0976,EMPLOYEE ANNUITY AND BENEFIT,786793000,786793000,799447000
LOCAL,0684,Firemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,0960,LOSS IN COLLECTION OF TAXES,14378000,14378000,14678000
LOCAL,0684,Firemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,0976,EMPLOYEE ANNUITY AND BENEFIT,368401000,368401000,399860000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,1893623,1893623,467653
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,7117232,7117232,7109040
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,16429877,16429877,19023875
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0043,For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...,118123,118123,115055
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,201532,201532,203115
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0049,WORKERS' COMPENSATION,356400,356400,356400
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0051,UNEMPLOYMENT INSURANCE CLAIM,478731,478731,478731
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,386242,386242,405910
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,975695,975695,941717
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0070,TUITION REIMBURSEMENT,45000,45000,45000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,307751
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-199482,-199482,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0135,DELEGATE AGENCIES,770000,770000,770000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0138,IT MAINTENANCE,5232222,5232222,5511943
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,65740096,65740096,70763849
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0142,ACCOUNTING AND AUDITING,1077000,1077000,1077000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0145,LEGAL EXPENSES,3030000,3030000,3030000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,25025
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0161,MAINT FACILITIES,5030000,5030000,5030000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0172,INSURANCE PREMIUMS,16615200,16615200,16615200
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0245,REIMBURSEMENT TO TRAVELERS,35000,35000,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0902,INTEREST ON BONDS,451481468,451481468,440993007
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0912,PAYMENT OF BONDS,251815000,251815000,257602461
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0931,TORT/NON-TORT JUDGMENT,8000,8000,8000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,0959,BOND FEES AND COSTS,2485532,2485532,3077208
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9027,SOCIAL SECURITY TAX,36820,36820,36820
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9046,OPERATIONS AND MAINTENANCE RESERVE,3000000,3000000,3000000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9047,SPECIAL CAPITAL PROJECTS - AIRLINES,2000000,2000000,2000000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9067,PHYSICAL EXAMS,26416,26416,26416
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9076,CITY CNTB MEDICARE TAX,1558575,1558575,1558575
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,149416,149416,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9198,COVID-19,1004000,1004000,1004000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,26423158,26423158,27105000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9980,MUNICIPAL FUND PENSION ALLOCATION,39795000,39795000,65717000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9981,LABORERS' FUND PENSION ALLOCATION,5909000,5909000,7943000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9982,POLICEMEN'S FUND PENSION ALLOCATION,13107000,13107000,13788000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9983,FIREMEN'S FUND PENSION ALLOCATION,18466000,18466000,20024000
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,0,0,5198
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,30624,30624,34760
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,70694,70694,87267
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,867,867,993
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,1662,1662,1985
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,4198,4198,4605
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,1505
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-4092,-4092,0
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,443,443,0
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,643,643,0
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9610,REIMB - PENSION PAYMENTS,215000,215000,201658
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,600000,600000,473000
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9205,FOR DISTRIBUTION - CTA,49389000,49389000,62370000
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9640,REIMB - FROM CTA,500000,500000,630000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,0,0,101107
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,200811,200811,209948
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,463564,463564,527094
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,5686,5686,5999
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,10898,10898,11988
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,27529,27529,27811
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,9089
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-46406,-46406,0
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0138,IT MAINTENANCE,167294,167294,177336
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,311,311,0
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,0142,ACCOUNTING AND AUDITING,200000,200000,195000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,4216,4216,0
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9610,REIMB - PENSION PAYMENTS,1768396,1768396,3327566
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,669000,669000,725000
LOCAL,0B26,Chicago Parking Meters Fund,99,Finance General,2005,Finance General,9650,REIMB - FROM PARKING METERS,10000000,10000000,0
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,0,0,35143
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-30466,-30466,0
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,0130,POSTAGE,0,0,89700
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,0139,IT DEVELOPMENT,54748,54748,48536
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,0140,PROFESSIONAL AND TECHNICAL SERVICES,1946631,1946631,1671021
LOCAL,0B40,Houseshare Surcharge - Homeless Services Fund,99,Finance General,2005,Finance General,9713,TRANSFER - ADMINISTRATION,400000,400000,360000
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0003,SCHEDULED WAGE ADJUSTMENTS,0,0,6066
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0029,HMO PREMIUMS,10041,10041,6952
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,23178,23178,17453
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0045,PREM TERM LIFE INSURANCE,284,284,199
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0052,MEDICAL CARE CLAIMS,545,545,397
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0056,DENTAL PLAN PREMIUMS,1376,1376,921
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0085,CITY DEFERRED COMPENSATION,0,0,301
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,0094,LAYOFFS / FURLOUGH DAYS SAVINGS,-12615,-12615,0
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,9085,CITY DEFERRED COMPENSATION,211,211,0
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,9610,REIMB - PENSION PAYMENTS,134954,134954,174889
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,9611,REIMB - INDIRECT COSTS TO CORPORATE,1277000,1277000,1026000
LOCAL,0B42,Foreign Fire Insurance Tax Fund,99,Finance General,2005,Finance General,0455,EMERGENCY RESPONSE VEHICLE MAINTENANCE,4125000,4125000,5102500
LOCAL,0B42,Foreign Fire Insurance Tax Fund,99,Finance General,2005,Finance General,0526,FIRE FACILITIES MAINTENANCE,8250000,8250000,10205000
LOCAL,0B42,Foreign Fire Insurance Tax Fund,99,Finance General,2005,Finance General,9287,CFD - OTHER MAINTENANCE / BENEFITS,4125000,4125000,5102500
LOCAL,0B43,Houseshare Surcharge - Domestic Violence Fund,99,Finance General,2005,Finance General,9713,TRANSFER - ADMINISTRATION,200000,200000,180000
LOCAL,0B70,Cannabis Regulation Tax,99,Finance General,2005,Finance General,9102,SPECIAL PROGRAM COSTS,5128000,5128000,7025000
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2836,Walder Fellowship,0005,SALARIES AND WAGES - ON PAYROLL,14008,14008,0
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2836,Walder Fellowship,0044,FRINGE BENEFITS,24979,24979,0
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2836,Walder Fellowship,0140,PROFESSIONAL AND TECHNICAL SERVICES,56013,56013,33000
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2837,My Chi - My Future,0005,SALARIES AND WAGES - ON PAYROLL,85008,85008,0
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2837,My Chi - My Future,0044,FRINGE BENEFITS,38602,38602,0
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2837,My Chi - My Future,0140,PROFESSIONAL AND TECHNICAL SERVICES,140390,140390,140000
GRANTS,0W39,MO - Private Grants,1,Office of the Mayor,2838,Cities and Counties Fine and Fee Justice,0140,PROFESSIONAL AND TECHNICAL SERVICES,50000,50000,0
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,0140,PROFESSIONAL AND TECHNICAL SERVICES,113000,113000,0
GRANTS,0Z29,Pathways to Freedom,1,Office of the Mayor,2828,Pathways to Freedom,0140,PROFESSIONAL AND TECHNICAL SERVICES,4000,4000,0
GRANTS,0Z52,Workforce Innovation,1,Office of the Mayor,2831,Workforce Innovation,0005,SALARIES AND WAGES - ON PAYROLL,86430,86430,0
GRANTS,0Z52,Workforce Innovation,1,Office of the Mayor,2831,Workforce Innovation,0044,FRINGE BENEFITS,63570,63570,0
GRANTS,G167,Water Policy Program,1,Office of the Mayor,2808,Water Policy Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,130000,130000,130000
GRANTS,G168,Water Policy Program,1,Office of the Mayor,2808,Water Policy Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,130000,130000,130000
GRANTS,003C,Coronavirus Relief Fund,5,Office of Budget and Management,2817,Coronavirus Relief,0140,PROFESSIONAL AND TECHNICAL SERVICES,68000000,68000000,61525000
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,0005,SALARIES AND WAGES - ON PAYROLL,1104768,1104768,1114164
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,0015,SCHEDULE SALARY ADJUSTMENTS,7433,7433,8409
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,0039,STUDENT AS TRAINEES,26876,26876,26876
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,0044,FRINGE BENEFITS,501676,501676,520315
GRANTS,0075,Grants Management Fund,5,Office of Budget and Management,2855,Central Grants Management,0140,PROFESSIONAL AND TECHNICAL SERVICES,382497,382497,353486
