fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,15,SCHEDULE SALARY ADJUSTMENTS,2910.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,44,FRINGE BENEFITS,128055.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,245,REIMBURSEMENT TO TRAVELERS,10227.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,270,LOCAL TRANSPORTATION,3100.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,340,MATERIAL AND SUPPLIES,1030.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,801,INDIRECT COSTS,30454.00
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,999,CULTURAL PROGRAMMING GRANTS,63234.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,5,SALARIES AND WAGES - ON PAYROLL,90740.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,15,SCHEDULE SALARY ADJUSTMENTS,558.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,44,FRINGE BENEFITS,38639.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,140,PROFESSIONAL AND TECHNICAL SERVICES,393434.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,197,TELEPHONE - MAINTENANCE,1499.00
GRANTS,0U28,MOSQUITO VECTOR PREVENTION,41,HEALTH,2960,VECTOR CONTROL TIRE FUND,245,REIMBURSEMENT TO TRAVELERS,5130.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,5,SALARIES AND WAGES - ON PAYROLL,2315339.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,15,SCHEDULE SALARY ADJUSTMENTS,14728.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,20,OVERTIME,15000.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,44,FRINGE BENEFITS,997237.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,91,UNIFORM ALLOWANCE,600.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,135,DELEGATE AGENCIES,23365732.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,140,PROFESSIONAL AND TECHNICAL SERVICES,1001754.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,245,REIMBURSEMENT TO TRAVELERS,74610.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,270,LOCAL TRANSPORTATION,20000.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,350,STATIONERY AND OFFICE SUPPLIES,90000.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,801,INDIRECT COSTS,500000.00
GRANTS,0U29,RYAN WHITE HIV CARE ACT - PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,999,CULTURAL PROGRAMMING GRANTS,120000.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,5,SALARIES AND WAGES - ON PAYROLL,862695.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,15,SCHEDULE SALARY ADJUSTMENTS,3585.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,44,FRINGE BENEFITS,383195.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,135,DELEGATE AGENCIES,630784.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,149,SOFTWARE MAINTENANCE AND LICENSING,8376.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,245,REIMBURSEMENT TO TRAVELERS,1000.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,350,STATIONERY AND OFFICE SUPPLIES,1000.00
GRANTS,0U30,STD PREVENTION,41,HEALTH,2814,SEXUALLY TRANSMITTED DISEASE C,9651,REIMB - INDIRECT COSTS,188365.00
GRANTS,0U31,SOLID WASTE MANAGEMENT,41,HEALTH,2722,SOLID WASTE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,75934.00
GRANTS,0U31,SOLID WASTE MANAGEMENT,41,HEALTH,2722,SOLID WASTE MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,2009.00
GRANTS,0U31,SOLID WASTE MANAGEMENT,41,HEALTH,2722,SOLID WASTE MANAGEMENT,44,FRINGE BENEFITS,32334.00
GRANTS,0U31,SOLID WASTE MANAGEMENT,41,HEALTH,2722,SOLID WASTE MANAGEMENT,270,LOCAL TRANSPORTATION,659.00
GRANTS,0U31,SOLID WASTE MANAGEMENT,41,HEALTH,2722,SOLID WASTE MANAGEMENT,801,INDIRECT COSTS,32064.00
GRANTS,0U33,TANNING FACILITIES INSPECTIONS,41,HEALTH,2878,TANNING FACILITIES INSPECTIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,9289.00
GRANTS,0U33,TANNING FACILITIES INSPECTIONS,41,HEALTH,2878,TANNING FACILITIES INSPECTIONS,340,MATERIAL AND SUPPLIES,3711.00
GRANTS,0U34,TATTOO AND BODY PIERCING INSPECTION,41,HEALTH,2998,TATTOO AND BODY ART PIERCING,140,PROFESSIONAL AND TECHNICAL SERVICES,24168.00
GRANTS,0U34,TATTOO AND BODY PIERCING INSPECTION,41,HEALTH,2998,TATTOO AND BODY ART PIERCING,229,TRANSPORTATION AND EXPENSE ALLOWANCE,11832.00
GRANTS,0U34,TATTOO AND BODY PIERCING INSPECTION,41,HEALTH,2998,TATTOO AND BODY ART PIERCING,350,STATIONERY AND OFFICE SUPPLIES,25000.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,5,SALARIES AND WAGES - ON PAYROLL,439729.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,15,SCHEDULE SALARY ADJUSTMENTS,2454.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,44,FRINGE BENEFITS,187245.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,140,PROFESSIONAL AND TECHNICAL SERVICES,231465.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,150,PUBLICATN & REPRODT-OUT,15000.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,190,TELEPHONE - NON-CENTREX BILLINGS,7584.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,3540.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,350,STATIONERY AND OFFICE SUPPLIES,9959.00
GRANTS,0U35,TOBACCO FREE COMMUNITIES,41,HEALTH,2868,TOBACCO FREE COMMUNITIES,801,INDIRECT COSTS,128024.00
GRANTS,0U36,TUBERCULOSIS CONTROL,41,HEALTH,2824,TUBERCULOSIS CONTROL,5,SALARIES AND WAGES - ON PAYROLL,574041.00
GRANTS,0U36,TUBERCULOSIS CONTROL,41,HEALTH,2824,TUBERCULOSIS CONTROL,44,FRINGE BENEFITS,247977.00
GRANTS,0U36,TUBERCULOSIS CONTROL,41,HEALTH,2824,TUBERCULOSIS CONTROL,140,PROFESSIONAL AND TECHNICAL SERVICES,172982.00
GRANTS,0U37,UNDERGROUND STORAGE TANK INSPECTION,41,HEALTH,2720,UNDERGROUND STORAGE TANK,5,SALARIES AND WAGES - ON PAYROLL,378744.00
GRANTS,0U37,UNDERGROUND STORAGE TANK INSPECTION,41,HEALTH,2720,UNDERGROUND STORAGE TANK,15,SCHEDULE SALARY ADJUSTMENTS,3056.00
GRANTS,0U37,UNDERGROUND STORAGE TANK INSPECTION,41,HEALTH,2720,UNDERGROUND STORAGE TANK,44,FRINGE BENEFITS,168200.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,5,SALARIES AND WAGES - ON PAYROLL,1946603.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,15,SCHEDULE SALARY ADJUSTMENTS,1937.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,44,FRINGE BENEFITS,836289.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,125,OFFICE AND BUILDING SERVICES,56829.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,130,POSTAGE,400.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,135,DELEGATE AGENCIES,1418709.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,140,PROFESSIONAL AND TECHNICAL SERVICES,118328.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,150,PUBLICATN & REPRODT-OUT,5733.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,153,PROMOTIONS,4023.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,155,RENTAL OF PROPERTY,40949.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,157,RENTAL EQUIPMENT AND SERVICES,95500.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,169,TECHNICAL MEETING COSTS,5000.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,190,TELEPHONE - NON-CENTREX BILLINGS,4100.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,331,ELECTRICITY,600.00
GRANTS,0U38,WOMEN  INFANTS AND CHILDREN NUTRITION,41,HEALTH,2808,WIC NUTRITION,801,INDIRECT COSTS,75000.00
GRANTS,0U39,CHILD AND ADULT CARE PROGRAM,41,HEALTH,280C,Child and Adult Care Food Pgm,171,MISCELLANEOUS SUPPLIES,31000.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,5,SALARIES AND WAGES - ON PAYROLL,3343003.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,15,SCHEDULE SALARY ADJUSTMENTS,26056.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,20,OVERTIME,6480.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,44,FRINGE BENEFITS,1441895.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,135,DELEGATE AGENCIES,3046839.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,140,PROFESSIONAL AND TECHNICAL SERVICES,290000.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,169,TECHNICAL MEETING COSTS,30451.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,245,REIMBURSEMENT TO TRAVELERS,24206.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,270,LOCAL TRANSPORTATION,11497.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,340,MATERIAL AND SUPPLIES,7643.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,801,INDIRECT COSTS,483748.00
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,HEALTH,280Y,HIV Surveillance and Preventn,9438,REIMBURSEMENT - 2FM,10182.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,5,SALARIES AND WAGES - ON PAYROLL,95115.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,44,FRINGE BENEFITS,40501.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,140,PROFESSIONAL AND TECHNICAL SERVICES,3641491.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,149,SOFTWARE MAINTENANCE AND LICENSING,800.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,152,ADVERTISING,465.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,245,REIMBURSEMENT TO TRAVELERS,8616.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,350,STATIONERY AND OFFICE SUPPLIES,7870.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,360,REPAIR PARTS AND MATERIAL,4500.00
GRANTS,0U44,LEAD HAZARD REDUCTION,41,HEALTH,2944,LEAD HAZARD REDUCTION DEMO,801,INDIRECT COSTS,100642.00
GRANTS,0U45,ZERO SUICIDE,41,HEALTH,280W,Zero Suicide,140,PROFESSIONAL AND TECHNICAL SERVICES,400000.00
GRANTS,0U46,DATING MATTERS,41,HEALTH,2713,DATING MATTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,17000.00
GRANTS,0X10,BUILDING EPIDEMIOLOGY AND HEALTH IT,41,HEALTH,2710,BUILDING EPIDEMIOLOGY AND HLTH,140,PROFESSIONAL AND TECHNICAL SERVICES,950000.00
GRANTS,0X15,RESOURCE CONSERVATION AND RECOVERY ACT D,41,HEALTH,2721,RESOURCE CONSERVATION,140,PROFESSIONAL AND TECHNICAL SERVICES,150000.00
GRANTS,0X26,IMMUNIZATIONS AND VACCINES FOR CHILDREN,41,HEALTH,2820,IMMUNIZATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,768000.00
GRANTS,0X27,TUBERCULOSIS CONTROL,41,HEALTH,2824,TUBERCULOSIS CONTROL,140,PROFESSIONAL AND TECHNICAL SERVICES,150000.00
GRANTS,0X33,TANNING FACILITIES INSPECTIONS,41,HEALTH,2878,TANNING FACILITIES INSPECTIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,5000.00
GRANTS,0X42,HIV BEHAVIORAL SURVEILLANCE,41,HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,5,SALARIES AND WAGES - ON PAYROLL,151422.00
GRANTS,0X42,HIV BEHAVIORAL SURVEILLANCE,41,HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,44,FRINGE BENEFITS,64477.00
GRANTS,0X42,HIV BEHAVIORAL SURVEILLANCE,41,HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,140,PROFESSIONAL AND TECHNICAL SERVICES,467101.00
GRANTS,0X44,TATTOO AND BODY ART PIERCING INSPECTION,41,HEALTH,2998,TATTOO AND BODY ART PIERCING,140,PROFESSIONAL AND TECHNICAL SERVICES,50000.00
GRANTS,0X47,EPI-EBOLA,41,HEALTH,280K,EPI-EBOLA,5,SALARIES AND WAGES - ON PAYROLL,249901.00
GRANTS,0X47,EPI-EBOLA,41,HEALTH,280K,EPI-EBOLA,15,SCHEDULE SALARY ADJUSTMENTS,960.00
GRANTS,0X47,EPI-EBOLA,41,HEALTH,280K,EPI-EBOLA,44,FRINGE BENEFITS,117708.00
GRANTS,0X47,EPI-EBOLA,41,HEALTH,280K,EPI-EBOLA,135,DELEGATE AGENCIES,1274234.00
GRANTS,0X47,EPI-EBOLA,41,HEALTH,280K,EPI-EBOLA,140,PROFESSIONAL AND TECHNICAL SERVICES,207197.00
GRANTS,0X49,CHILD AND ADULT CARE FOOD PROGRAM,41,HEALTH,280C,Child and Adult Care Food Pgm,171,MISCELLANEOUS SUPPLIES,55000.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,5,SALARIES AND WAGES - ON PAYROLL,298393.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,15,SCHEDULE SALARY ADJUSTMENTS,2342.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,44,FRINGE BENEFITS,127799.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,135,DELEGATE AGENCIES,3010000.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,140,PROFESSIONAL AND TECHNICAL SERVICES,1876593.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,801,INDIRECT COSTS,164873.00
GRANTS,0X52,HIV & CARE - MSM & TRANSGENDER,41,HEALTH,2737,HIV & Care - MSM & Transgender,999,CULTURAL PROGRAMMING GRANTS,75000.00
GRANTS,0X55,HOPWA/HUD,41,HEALTH,2961,HOPWA HOUSING AND HEALTH STUDY,135,DELEGATE AGENCIES,483000.00
GRANTS,0X56,TEEN PREGNANCY PREVENTION EVALUATION,41,HEALTH,280G,Teen Pregnancy Prevention Eval,140,PROFESSIONAL AND TECHNICAL SERVICES,60000.00
GRANTS,0X57,LEAD POISONING SURVEILLANCE,41,HEALTH,280L,Lead Poisoning Surveillance,140,PROFESSIONAL AND TECHNICAL SERVICES,65000.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,5,SALARIES AND WAGES - ON PAYROLL,3227120.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,15,SCHEDULE SALARY ADJUSTMENTS,17880.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,44,FRINGE BENEFITS,1399536.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,140,PROFESSIONAL AND TECHNICAL SERVICES,7357886.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,245,REIMBURSEMENT TO TRAVELERS,14260.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,270,LOCAL TRANSPORTATION,1290.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,340,MATERIAL AND SUPPLIES,33013.00
GRANTS,0833,MOPD PRIVATE FUNDED,48,MOPD,2800,AMPLIFIED PHONES PROGRAM,178,FREIGHT AND EXPRESS CHARGES,230.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,17485.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,801,INDIRECT COSTS,1545367.00
GRANTS,0X61,BIOTERRORISM PREPAREDNESS RESPONSE PLANN,41,HEALTH,2829,BIOTERRORISM RESPONSE,999,CULTURAL PROGRAMMING GRANTS,827163.00
GRANTS,0X63,BUILDING EPIDEMIOLOGY AND HEALTH IT,41,HEALTH,2710,BUILDING EPIDEMIOLOGY AND HLTH,140,PROFESSIONAL AND TECHNICAL SERVICES,600000.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,5,SALARIES AND WAGES - ON PAYROLL,306125.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,15,SCHEDULE SALARY ADJUSTMENTS,1281.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,44,FRINGE BENEFITS,130353.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,91,UNIFORM ALLOWANCE,5700.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,130,POSTAGE,100.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,140,PROFESSIONAL AND TECHNICAL SERVICES,82566.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,150,PUBLICATN & REPRODT-OUT,500.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,162,REPAIR/MAINT EQUIPMENT,8640.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,181,MOBILE COMMUNICATION SERVICES,600.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,190,TELEPHONE - NON-CENTREX BILLINGS,1500.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,245,REIMBURSEMENT TO TRAVELERS,2500.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,270,LOCAL TRANSPORTATION,1500.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,340,MATERIAL AND SUPPLIES,5000.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,350,STATIONERY AND OFFICE SUPPLIES,8500.00
GRANTS,0X64,CHICAGO FAMILY CASE MANAGEMENT,41,HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,801,INDIRECT COSTS,16135.00
GRANTS,0X66,DATING MATTERS INITIATIVE,41,HEALTH,2713,DATING MATTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,11000.00
GRANTS,0X67,DENTAL SEALANT,41,HEALTH,2871,DENTAL SEALANT GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,105000.00
GRANTS,0X70,HEALTHY FAMILIES ILLINOIS,41,HEALTH,2849,HEALTHY FAMILIES ILLINOIS,5,SALARIES AND WAGES - ON PAYROLL,95115.00
GRANTS,0X70,HEALTHY FAMILIES ILLINOIS,41,HEALTH,2849,HEALTHY FAMILIES ILLINOIS,15,SCHEDULE SALARY ADJUSTMENTS,567.00
GRANTS,0X70,HEALTHY FAMILIES ILLINOIS,41,HEALTH,2849,HEALTHY FAMILIES ILLINOIS,44,FRINGE BENEFITS,40501.00
GRANTS,0X70,HEALTHY FAMILIES ILLINOIS,41,HEALTH,2849,HEALTHY FAMILIES ILLINOIS,135,DELEGATE AGENCIES,104817.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,162787.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,15,SCHEDULE SALARY ADJUSTMENTS,960.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,20,OVERTIME,260.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,44,FRINGE BENEFITS,84914.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,604839.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,245,REIMBURSEMENT TO TRAVELERS,6522.00
GRANTS,0X72,HIV / AIDS PREVENTION,41,HEALTH,2812,AIDS PREVENTION,9651,REIMB - INDIRECT COSTS,35718.00
GRANTS,0X76,LEAD BASED PAINT HAZARD CONTROL(TORRENS),41,HEALTH,2884,LEAD-BASED PAINT HAZARD,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0X79,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,HEALTH,2887,MORBIDITY AND RISK BEHAVIOR,245,REIMBURSEMENT TO TRAVELERS,156000.00
GRANTS,0X81,RYAN WHITE HIV CARE ACT PART A,41,HEALTH,2731,Ryan White HIV Care Act Part A,5,SALARIES AND WAGES - ON PAYROLL,83296.00
