fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE-MAINTENANCE,990,990,845
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TRAVELERS,2060,2060,1677
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,1323,1323,1053
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MTL,807,807,789
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPL,4369,4369,5056
LOCAL,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,9438,REIMBURSEMENT - 2FM,2620,2620,608
LOCAL,610,MIDWAY AIRPORT FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,66306,66306,69342
LOCAL,610,MIDWAY AIRPORT FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJ,1771,1771,2640
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROF & TECHNICAL SERVICES,15000,15000,15000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,500000,500000,531762
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,210000,210000,228230
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,872845,872845,910805
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,10000,10000,10000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,5500000,5500000,4821558
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,1361221,1361221,1191528
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE-PR,20015,20015,14972
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJ,0,0,1935
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,120000,120000,100000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROF & TECHNICAL SERVICES,210000,210000,214000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,6250,6250,5890
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,149,SOFTWARE MAINT/LICENSING,0,0,6580
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,32500,32500,30550
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTN & OPERTN-CY VEHL,315000,315000,315000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,319,CLOTHING,0,0,600
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,338,"LICENSE STICKER,TAG AND PLATES",500,500,1000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,342,"DRUGS,MED AND CHEM MATL S",0,0,158
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPL,900,900,846
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,485000,485000,507795
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,30690,30690,30690
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,450,VEHICLES,380000,380000,380000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,5,SALARIES AND WAGES - ON PAYROLL,4076280,4076280,3806370
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,15,SCHEDULE SALARY ADJ,2822,2822,3679
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,20,OVERTIME,624000,624000,624000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,21,SWORN/CIVILIAN PAY,30000,30000,30000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,22,DUTY AVAILABILITY,168500,168500,168500
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,24,COMPENSATORY TIME PAYMENT,86000,86000,500000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,27,SUPERVISORS QUARTERLY PAYMENT,44000,44000,44000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,60,SPECIALTY PAY,100000,100000,100000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,70,TUITION REIMBURSEMENT,10000,10000,10000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,88,FURLOUGH/COMP TIME,58000,58000,58000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,91,UNIFORM ALLOWANCE,99000,99000,99000
LOCAL,610,MIDWAY AIRPORT FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,937,HOS/MED-NOT WORKER COMP,65000,65000,65000
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,5,SALARIES AND WAGES - ON PAYROLL,1820793,1820793,1798386
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,11,CONTRACT WAGE-SALARY,19794,19794,0
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,15,SCHEDULE SALARY ADJ,14770,14770,18311
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,20,OVERTIME,145000,145000,145000
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,91,UNIFORM ALLOWANCE,6000,6000,5000
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,319,CLOTHING,0,0,3500
LOCAL,610,MIDWAY AIRPORT FUND,58,OEMC,2705,OEMC,340,MATERIAL AND SUPPLIES,41940,41940,54150
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,5,SALARIES AND WAGES - ON PAYROLL,5623306,5623306,5655904
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,15,SCHEDULE SALARY ADJ,16963,16963,11837
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,20,OVERTIME,130000,130000,130000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,21,SWORN/CIVILIAN PAY,195000,195000,195000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,22,DUTY AVAILABILITY,159716,159716,159716
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,24,COMPENSATORY TIME PAYMENT,50000,50000,50000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,28,COOP EDUCATION PRG,33000,33000,33000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,60,SPECIALTY PAY,132000,132000,132000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,61,DRIVER'S DIFFERENTIAL,50000,50000,50000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,62,REQUIRED CERTIFICATIONS,17000,17000,17000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,63,FITNESS BENEFIT,17650,17650,17650
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,88,FURLOUGH/COMP TIME,232466,232466,232466
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,91,UNIFORM ALLOWANCE,67125,67125,67125
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,140,PROF & TECHNICAL SERVICES,45000,45000,45000
LOCAL,610,MIDWAY AIRPORT FUND,59,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,937,HOS/MED-NOT WORKER COMP,247500,247500,247500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,11992140,11992140,13627144
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,11,CONTRACT WAGE-SALARY,39536,39536,0
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE-PR,86781,86781,167131
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJ,47391,47391,32423
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,20,OVERTIME,950000,950000,950000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,39,STUDENT AS TRAINEES,10000,10000,10000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,49,WORKER'S COMPENSATION,2050085,2050085,2050085
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,30300,30300,30300
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,130,POSTAGE,500,500,500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,138,PROF SERV-IT MAINT,2657900,2657900,4041700
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,140,PROF & TECHNICAL SERVICES,15286900,15286900,17124600
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,40000,40000,16000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,222900,222900,229600
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCH,100000,100000,120000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINT/LICENSING,16000,16000,200000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,150,PUBLICATN & REPRODT-OUT,15000,15000,15000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,22500,22500,31000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,154,RENTAL-DATA HARDWARE EQ,21000,21000,21000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,12869100,12869100,12853900
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,105000,105000,105000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,20594600,20594600,20815600
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,11306900,11306900,11350900
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,166,"DUES, SUBSC & MEM",6300,6300,6400
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,168,EDUCATION DEVELOPMENT,0,0,0
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,64500,64500,134800
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMM SERVICES,31000,31000,31000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,183,WATER,180000,180000,200000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERV,400000,400000,400000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,186,PAGERS,6200,6200,5000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE NON-CENTREX,18400,18400,31900
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE-CENTREX,501000,501000,501000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE-RELOCATIONS,4000,4000,1000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE-MAINTENANCE,9000,9000,9000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,229,TRAN/EXP ALLOWANCE,100,100,100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TRAVELERS,9500,9500,9500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100,100,100
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SAN SUPPLY,44000,44000,39000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,19000,19000,33200
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,2270300,2270300,2278400
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,345,APPARATUS AND INSTRUMENTS,5500,5500,11000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPL,11700,11700,9000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,62500,62500,62500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIAL SUPPL,8500,8500,8500
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,362,PAINT/PAINTING SUPPLIES,70000,70000,70000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000,2000,2000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,517000,517000,517000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,401,TOOL <= $100 UNIT,2000,2000,2000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,15000,15000,15000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,422,OFFICE MACHINES,5000,5000,5000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,228000,228000,228000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,3000,3000,3000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,121000,121000,141000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE-DATA HARDWARE,110000,110000,125000
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - 2FM,62000,62000,62000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,11,CONTRACT WAGE-SALARY,0,0,180217
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,1162754,1162754,1219593
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,2558053,2558053,2441209
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,43,TEXT FILE - EXTRA LONG,50000,50000,50000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,35886,35886,30400
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,175000,175000,175000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,113202,113202,131000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,1084771,1084771,840421
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,151340,151340,147295
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,1688723,1688723,1028630
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,507500,507500,507500
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,145,LEGAL EXPENSES,488000,488000,838000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,4200000,4200000,4200000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,38843965,38843965,38008500
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,913,PAYMENT OF FIRST LIEN BONDS,15505000,15505000,16330000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,917,INTEREST ON JUNIOR LIEN BONDS,31098592,31098592,32058600
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,919,PAYMENT ON JUNIOR LIEN BONDS,9160000,9160000,22180000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,4500,4500,4500
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,7551,7551,7551
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9045,REPAIR AND REPLACEMENT,1200000,1200000,1200000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9046,OPER & MAINT RESERVE,625000,625000,625000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,320251,320251,320251
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9610,FOR REIMB PROV PENSION,3538055,3538055,3675520
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9631,FOR REIMB-MIDWAY REV FD,5692000,5692000,6277000
LOCAL,610,MIDWAY AIRPORT FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9711,FOR REIMB 0'HARE FUND,3000000,3000000,3000000
LOCAL,681,MUNICIPAL EMPLOYEE,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY/BENEFT,162743000,162743000,162594000
LOCAL,682,LABORERS'/RETIREMNT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY/BENEFT,14616000,14616000,15075000
LOCAL,683,POLICEMEN ANN/BENFT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY/BENEFT,192564000,192564000,188431000
LOCAL,684,FIREMENS ANN/BENFT,99,FINANCE GENERAL,2005,FINANCE GENERAL,916,EXPENDITURES FOR AMENDMENTS TO ILCS 40,1364000,1364000,1409000
LOCAL,684,FIREMENS ANN/BENFT,99,FINANCE GENERAL,2005,FINANCE GENERAL,976,EMPLOYEE ANNUITY/BENEFT,108168000,108168000,110760000
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,1107773,1107773,1128308
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJ,4255,4255,5190
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,20,OVERTIME,0,0,1624
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,710,710,710
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,138,PROF SERV-IT MAINT,5000,5000,5000
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,140,PROF & TECHNICAL SERVICES,14513,14513,28906
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINT/LICENSING,1034,1034,1034
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,154,RENTAL-DATA HARDWARE EQ,30376,30376,25612
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,155,RENTAL OF PROPERTY,2500,2500,2500
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,33590,33590,30517
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE PURCHASE AGREEMNT,9231,9231,5527
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,162,REPAIR/MAINT EQUIPMENT,1151,1151,1151
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,166,"DUES, SUBSC & MEM",1573,1573,1573
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,25937,25937,12843
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMM SERVICES,13576,13576,10724
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE NON-CENTREX,25258,25258,15258
LOCAL,740,O'HARE REVENUE FUND,3,IG,2005,OFFICE OF INSPECTOR GENERAL,245,REIMBURSEMENT TRAVELERS,558,558,558
