fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2105,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,3000,3000,3000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2105,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPL,3500,3500,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2105,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,1890000,1890000,1890000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,5199412,5199412,5019648
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,12,CONTRACT WAGE-PR,1088,1088,1039
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,15,SCHEDULE SALARY ADJ,22635,22635,38548
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,39,STUDENT AS TRAINEES,18750,18750,18750
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,130,POSTAGE,3000,3000,3000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,140,PROF & TECHNICAL SERVICES,115000,115000,115000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,149,SOFTWARE MAINT/LICENSING,12000,12000,12000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,150,PUBLICATN & REPRODT-OUT,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,152,ADVERTISING,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,154,RENTAL-DATA HARDWARE EQ,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,157,RENTAL EQUIPMENT AND SERVICES,16000,16000,16000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,160,REPAIR/MAINT PROPERTY,8000,8000,8000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,162,REPAIR/MAINT EQUIPMENT,57000,57000,57000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,169,TECHNICAL MEETING COSTS,2000,2000,2000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,171,MISC SUPPLIES,250,250,250
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,178,FREIGHT/EXPENSE CHARGES,300,300,300
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,181,MOBILE COMM SERVICES,51000,51000,48000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,190,TELEPHONE-CENTREX,30000,30000,30000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,191,TELEPHONE-RELOCATIONS,1000,1000,200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,197,TELEPHONE-MAINTENANCE,16000,16000,15000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,245,REIMBURSEMENT TRAVELERS,800,800,800
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,270,LOCAL TRANSPORTATION,500,500,500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,340,MATERIAL AND SUPPLIES,31100,31100,31100
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,348,BOOKS AND RELATED MTL,3000,3000,3000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2115,ADMINISTRATION,350,STATIONERY AND OFFICE SUPPL,9000,9000,9000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,800708,800708,873356
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,15,SCHEDULE SALARY ADJ,3644,3644,10963
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,20,OVERTIME,900,900,900
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,130,POSTAGE,400,400,400
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,140,PROF & TECHNICAL SERVICES,15000,265000,2710000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,150,PUBLICATN & REPRODT-OUT,500,500,500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,11520,11520,11520
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,160,REPAIR/MAINT PROPERTY,3500,3500,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,161,MAINT FACILITIES,5000,5000,5000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,19459320,19209320,11556320
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,181,MOBILE COMM SERVICES,27500,27500,25000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,188,VEHICLE TRACKING SERVICE,10320,10320,10320
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,190,TELEPHONE-CENTREX,15000,15000,15000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,197,TELEPHONE-MAINTENANCE,10000,10000,8000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,229,TRAN/EXP ALLOWANCE,300,300,300
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,313,CLEANING AND SAN SUPPLY,617,617,617
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,340,MATERIAL AND SUPPLIES,29875,29875,10875
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,350,STATIONERY AND OFFICE SUPPL,3500,3500,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,5,SALARIES AND WAGES - ON PAYROLL,3515026,3515026,3528814
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,15,SCHEDULE SALARY ADJ,12851,12851,8374
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,20,OVERTIME,8200,8200,8200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,39,STUDENT AS TRAINEES,44000,44000,44000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,130,POSTAGE,3000,3000,3000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,140,PROF & TECHNICAL SERVICES,374839,374839,374839
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,149,SOFTWARE MAINT/LICENSING,17000,17000,17000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,150,PUBLICATN & REPRODT-OUT,1500,1500,1500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,152,ADVERTISING,8665,8665,8665
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,153,PROMOTIONS,1200,1200,1200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,157,RENTAL EQUIPMENT AND SERVICES,30000,30000,30000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,162,REPAIR/MAINT EQUIPMENT,20000,20000,20000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,166,"DUES, SUBSC & MEM",12200,12200,30700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,169,TECHNICAL MEETING COSTS,6600,6600,6600
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,178,FREIGHT/EXPENSE CHARGES,200,200,200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,181,MOBILE COMM SERVICES,1500,1500,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,190,TELEPHONE-CENTREX,18700,18700,18700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,191,TELEPHONE-RELOCATIONS,1000,1000,200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,197,TELEPHONE-MAINTENANCE,3500,3500,1400
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,245,REIMBURSEMENT TRAVELERS,9000,9000,9000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,340,MATERIAL AND SUPPLIES,16750,16750,16750
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,345,APPARATUS AND INSTRUMENTS,27680,27680,9180
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,348,BOOKS AND RELATED MTL,1700,1700,1700
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,350,STATIONERY AND OFFICE SUPPL,3500,3500,3500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,9041,PAYMENT SPECIAL ASSESMT,1500,1500,1500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2145,PROJECT DEVELOPMENT,9142,X-OFFENDER/RE-ENTRY INI,250000,250000,250000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,10011881,10011881,9696372
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE-PR,128714,128714,181452
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,15,SCHEDULE SALARY ADJ,1422,1422,4706
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,20,OVERTIME,98775,98775,98775
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,39,STUDENT AS TRAINEES,12000,12000,10000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,130,POSTAGE,396,396,396
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,140,PROF & TECHNICAL SERVICES,60000,60000,0
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,149,SOFTWARE MAINT/LICENSING,6000,6000,6000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,154,RENTAL-DATA HARDWARE EQ,4500,4500,4500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,127750,127750,114450
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,159,LEASE PURCHASE AGREEMNT,30154,30154,27154
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,20104,20104,20104
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,181,MOBILE COMM SERVICES,217000,217000,209500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,56140,56140,56140
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,189,TELEPHONE NON-CENTREX,700,700,900
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,190,TELEPHONE-CENTREX,35300,35300,52000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,196,DATA CIRCUITS,76000,76000,79000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,197,TELEPHONE-MAINTENANCE,7000,7000,3800
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,229,TRAN/EXP ALLOWANCE,43600,43600,43600
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,319,CLOTHING,6200,6200,6200
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,276500,276500,276500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPL,15807,15807,15807
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,27000,27000,27000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,362,PAINT/PAINTING SUPPLIES,2499,2499,1499
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,363,"STRUCTURE STEEL,IRON OT",40000,40000,40000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,203000,203000,203000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,9425414,9425414,10344510
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE-PR,117301,117301,86693
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJ,132,132,28368
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,250000,250000,250000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,130,POSTAGE,250,250,250
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,140,PROF & TECHNICAL SERVICES,25000,25000,25000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,152,ADVERTISING,300,300,300
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,79859,79859,79859
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,159,LEASE PURCHASE AGREEMNT,1423,1423,1423
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,50000,50000,50000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,17000,17000,17000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,169,TECHNICAL MEETING COSTS,150,150,150
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,178,FREIGHT/EXPENSE CHARGES,225,225,225
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERV,35365,35365,35365
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,45540,45540,45540
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE-CENTREX,50000,50000,45000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE-MAINTENANCE,10000,10000,8000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,229,TRAN/EXP ALLOWANCE,11000,11000,11000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TRAVELERS,400,400,400
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,313,CLEANING AND SAN SUPPLY,1000,1000,1000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,319,CLOTHING,4900,4900,4900
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,251000,251000,251000
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPL,2350,2350,2350
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,365,ELECTRICAL SUPPLIES,19500,19500,19500
LOCAL,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,440,MACHINERY AND EQUIPMENT,15325,15325,15325
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,8,PAYMENT RETROACTIVE SALARIES,0,0,6500000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,11,CONTRACT WAGE-SALARY,770000,770000,6900000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,89284055,89284055,96429972
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,39,STUDENT AS TRAINEES,298400,298400,298400
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,189775889,189563303,204657095
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,43,TEXT FILE - EXTRA LONG,1050000,1050000,1050000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,2715232,2715232,2528296
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,31900000,31900000,31900000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,9742241,9742241,5030000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,82139822,82139822,69895335
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,11450966,11450966,12250128
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,205000,205000,205000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,95,ALLOW FAMILIES POL/FIRE,200000,200000,200000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,96,TEXT FILE - EXTRA LONG,150000,362586,150000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,PROF SERV-IT MAINT,15108388,15108388,18151997
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,139,PROF SERV-IT DEVELOPMENT,0,0,1700000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,43199270,43199270,52969367
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,1870000,1870000,1870000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,157,RENTAL EQUIPMENT AND SERVICES,51384,51384,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,160,REPAIR/MAINT PROPERTY,0,1306000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,170,SURETY BOND PREMIUMS,50000,50000,50000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,1604948,1604948,1604948
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,340,MATERIAL AND SUPPLIES,0,0,4959372
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,0,0,6000000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,5777742,5777742,6377742
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,100000,100000,200000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,938,LOW INCOME HOUSING,0,0,3304633
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,939,TEXT FILE - EXTRA LONG,5000000,5000000,4000000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING & SUPP-BUDG DR,4632830,4632830,4456141
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9011,SUMMER JOBS PROGRAM,5500000,5500000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,946787,946787,1041787
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9030,AFTER SCHOOL PROGRAMS,3100000,3100000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,38023840,38023840,38046840
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9121,LOBBYIST COSTS,480000,480000,480000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9165,OUTSOURCING-DATA CENTER,1884273,1884273,2004559
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9168,FOR CHILDREN'S ADVOCACY,900000,900000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9176,WEST NILE VIRUS PROGRAM,425000,425000,425000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9180,WORLD BUSINESS CHICAGO,1000000,1000000,1000000
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9220,CPS SUMMER JOBS,0,771000,0
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9257,COMMUNITY POLICING,740264,740264,740264
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9258,MANUFACTURING INNOVATION PROJECTS,0,1250000,390370
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9540,PAYT GEN/OB-CERTIFICATE,2378950,2378950,2380260
LOCAL,100,CORPORATE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9635,REIMBUSE-FIRE SALARY-MW,3919792,3919792,2955807
