fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0313,CLEANING AND SANITATION SUPPLIES,1600,1600,1600
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0319,CLOTHING,11000,11000,11000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0340,MATERIAL AND SUPPLIES,14500,14500,14500
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0348,BOOKS AND RELATED MATERIAL,1050,1050,1050
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0350,STATIONERY AND OFFICE SUPPLIES,11000,11000,11000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0446,PURCHASE - DATA HARDWARE,19370,19370,22446
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,9438,REIMBURSEMENT - AIS,4000,4000,4000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,SALARIES AND WAGES - ON PAYROLL,25958010,25958010,25972148
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,CONTRACT WAGE - PREVAILING RATE,238125,238125,185990
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,979
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,OVERTIME,702000,702000,702000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,PROFESSIONAL AND TECHNICAL SERVICES,18000,18000,13000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,RENTAL EQUIPMENT AND SERVICES,218586,218586,218586
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0159,LEASE/PURCHASE EQUIPMENT,12920,12920,12920
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,REPAIR/MAINT PROPERTY,14000,14000,14000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0162,REPAIR/MAINT EQUIPMENT,7000,7000,7000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0181,MOBILE COMMUNICATION SERVICES,116200,116200,116200
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0185,WASTE DISPOSAL SERVICES,98700,98700,98700
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0188,VEHICLE TRACKING SERVICE,17658,17658,17658
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0190,TELEPHONE - CENTREX BILLINGS,24300,24300,24300
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0197,TELEPHONE - MAINTENANCE,70,70,70
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,18500,18500,18500
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0319,CLOTHING,17000,17000,17000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0350,STATIONERY AND OFFICE SUPPLIES,10500,10500,9250
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,9481,REIMBURSEMENT - DSS,35000,35000,35000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0144,ENGINEERING AND ARCHITECTURE,900000,900000,900000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0005,SALARIES AND WAGES - ON PAYROLL,0,0,3220710
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0012,CONTRACT WAGE - PREVAILING RATE,0,0,2881
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,2200
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0140,PROFESSIONAL AND TECHNICAL SERVICES,2700000,2700000,2700000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0340,MATERIAL AND SUPPLIES,1460563,1460563,1460563
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,715466,715466,815466
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0005,SALARIES AND WAGES - ON PAYROLL,18632279,18632279,24503473
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0012,CONTRACT WAGE - PREVAILING RATE,271562,271562,337794
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0020,OVERTIME,1250000,1250000,1250000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0157,RENTAL EQUIPMENT AND SERVICES,704433,704433,783200
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0340,MATERIAL AND SUPPLIES,3773775,3773775,3773775
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,SALARIES AND WAGES - ON PAYROLL,35652658,35652658,35169014
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,CONTRACT WAGE - PREVAILING RATE,353227,353227,226174
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,SCHEDULE SALARY ADJUSTMENTS,1920,1920,2184
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,OVERTIME,1500000,1500000,1500000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,PROFESSIONAL AND TECHNICAL SERVICES,1088000,1088000,1088000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,RENTAL EQUIPMENT AND SERVICES,2706029,2706029,3240417
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,REPAIR/MAINT PROPERTY,28000,28000,28000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0162,REPAIR/MAINT EQUIPMENT,29000,29000,29000
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0340,MATERIAL AND SUPPLIES,6168450,6168450,6168450
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0365,ELECTRICAL SUPPLIES,20000,20000,20000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0005,SALARIES AND WAGES - ON PAYROLL,21442401,21442401,22474717
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0011,CONTRACT WAGE - SALARY,317297,317297,0
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0012,CONTRACT WAGE - PREVAILING RATE,111966,111966,143091
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0015,SCHEDULE SALARY ADJUSTMENTS,116088,116088,108047
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0020,OVERTIME,1200000,1200000,1200000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0039,STUDENT AS TRAINEES,10000,10000,10000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0049,WORKERS' COMPENSATION,1050085,1050085,1134092
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0091,UNIFORM ALLOWANCE,31900,31900,39000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0130,POSTAGE,200,200,200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0138,IT MAINTENANCE,5924200,5924200,5924200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0140,PROFESSIONAL AND TECHNICAL SERVICES,19530000,19530000,19411300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0141,APPRAISALS,8000,8000,8000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0142,ACCOUNTING AND AUDITING,233200,233200,233200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0144,ENGINEERING AND ARCHITECTURE,40000,40000,40000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0148,TESTING AND INSPECTING,12500,12500,12500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0149,SOFTWARE MAINTENANCE AND LICENSING,117200,117200,235600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0152,ADVERTISING,44400,44400,51000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0157,RENTAL EQUIPMENT AND SERVICES,11634300,11634300,11634300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0160,REPAIR/MAINT PROPERTY,1800000,1800000,1800000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0161,MAINT FACILITIES,21563000,21563000,23454200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0162,REPAIR/MAINT EQUIPMENT,22468300,22468300,18457100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0163,MAINT STREETS,4830000,4830000,4830000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0166,DUES  SUBSC & MEM,9100,9100,9100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0168,EDUCATION DEVELOPMENT,241000,241000,241500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0169,TECHNICAL MEETING COSTS,38700,38700,48700
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0181,MOBILE COMMUNICATION SERVICES,45300,45300,45300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0183,WATER,520000,520000,520000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0185,WASTE DISPOSAL SERVICES,500000,500000,510000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0189,TELEPHONE - NON-CENTREX BILLINGS,15300,15300,15300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0190,TELEPHONE - CENTREX BILLINGS,506000,506000,506000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0191,TELEPHONE - RELOCATIONS,5000,5000,5000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0197,TELEPHONE - MAINTENANCE,8000,8000,8000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0245,REIMBURSEMENT TO TRAVELERS,12200,12200,0
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0270,LOCAL TRANSPORTATION,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0313,CLEANING AND SANITATION SUPPLIES,39000,39000,139000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0319,CLOTHING,48800,48800,48800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0340,MATERIAL AND SUPPLIES,3117100,3117100,3157300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0345,APPARATUS AND INSTRUMENTS,0,0,2000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0350,STATIONERY AND OFFICE SUPPLIES,20000,20000,20000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0360,REPAIR PARTS AND MATERIAL,72500,72500,72500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0361,BUILDING MATERIALS AND SUPPLIES,6500,6500,6500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0362,PAINTS AND PAINTING SUPPLIES,70000,70000,70000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0364,PLUMBING SUPPLIES,2000,2000,2000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0365,ELECTRICAL SUPPLIES,697000,697000,697000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0402,TOOLS > $100 UNIT,15000,15000,15000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0423,COMMUNICATION DEVICES,271600,271600,271600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0424,FURNITURE AND FURNISHINGS,50000,50000,50000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0440,MACHINERY AND EQUIPMENT,24300,24300,24300
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0446,PURCHASE - DATA HARDWARE,402000,402000,402900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,9438,REIMBURSEMENT - AIS,35000,35000,35000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0005,SALARIES AND WAGES - ON PAYROLL,127496213,127496213,128072655
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0011,CONTRACT WAGE - SALARY,1177979,1177979,0
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0012,CONTRACT WAGE - PREVAILING RATE,892350,892350,793912
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0015,SCHEDULE SALARY ADJUSTMENTS,469493,469493,427324
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0020,OVERTIME,12000000,12000000,12000000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0039,STUDENT AS TRAINEES,175000,175000,175000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0049,WORKERS' COMPENSATION,7242520,7242520,7821922
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0091,UNIFORM ALLOWANCE,161600,161600,177500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0130,POSTAGE,25000,25000,15000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0138,IT MAINTENANCE,16226000,16226000,14952100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0140,PROFESSIONAL AND TECHNICAL SERVICES,107998900,107998900,111869300
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0141,APPRAISALS,84000,84000,50000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0142,ACCOUNTING AND AUDITING,1033000,1033000,1070300
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0144,ENGINEERING AND ARCHITECTURE,1080000,1080000,770000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0147,SURVEYS,15000,15000,15000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0148,TESTING AND INSPECTING,52000,52000,30300
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0149,SOFTWARE MAINTENANCE AND LICENSING,741100,741100,1141500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0152,ADVERTISING,369600,369600,391200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0155,RENTAL OF PROPERTY,3694000,3694000,3305000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0157,RENTAL EQUIPMENT AND SERVICES,71047400,71047400,63946100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0160,REPAIR/MAINT PROPERTY,2150000,2150000,2250000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0161,MAINT FACILITIES,39302500,39302500,41991100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0162,REPAIR/MAINT EQUIPMENT,17532900,17532900,17841900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0163,MAINT STREETS,13679000,13679000,13774000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0166,DUES  SUBSC & MEM,505900,505900,494500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0168,EDUCATION DEVELOPMENT,2354200,2354200,2369000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0169,TECHNICAL MEETING COSTS,718100,718100,636800
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0178,FREIGHT AND EXPRESS CHARGES,20000,20000,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0181,MOBILE COMMUNICATION SERVICES,190000,190000,190000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0183,WATER,11000000,11000000,11000000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0185,WASTE DISPOSAL SERVICES,1958000,1958000,1633400
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0189,TELEPHONE - NON-CENTREX BILLINGS,438600,438600,403100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0190,TELEPHONE - CENTREX BILLINGS,1083000,1083000,1083000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0196,DATA CIRCUITS,410000,410000,410000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0197,TELEPHONE - MAINTENANCE,40000,40000,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,5500,5500,5500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0245,REIMBURSEMENT TO TRAVELERS,171000,171000,0
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0270,LOCAL TRANSPORTATION,6500,6500,6500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0313,CLEANING AND SANITATION SUPPLIES,450000,450000,725000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0314,FUEL OIL,360000,360000,360000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0319,CLOTHING,533000,533000,542000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0340,MATERIAL AND SUPPLIES,10955800,10955800,10712900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0345,APPARATUS AND INSTRUMENTS,41200,41200,30000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0348,BOOKS AND RELATED MATERIAL,23100,23100,23100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0350,STATIONERY AND OFFICE SUPPLIES,200000,200000,200000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0360,REPAIR PARTS AND MATERIAL,1554000,1554000,1554000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0361,BUILDING MATERIALS AND SUPPLIES,573000,573000,623000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0362,PAINTS AND PAINTING SUPPLIES,650000,650000,650000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0364,PLUMBING SUPPLIES,180000,180000,180000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0365,ELECTRICAL SUPPLIES,4100000,4100000,4100000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0402,TOOLS > $100 UNIT,35000,35000,35000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0423,COMMUNICATION DEVICES,699200,699200,612100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0424,FURNITURE AND FURNISHINGS,510000,510000,510000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0440,MACHINERY AND EQUIPMENT,1836200,1836200,1416400
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0446,PURCHASE - DATA HARDWARE,2298600,2298600,2177600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9438,REIMBURSEMENT - AIS,90000,90000,90000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9441,REIMBURSEMENT - CDPH,90000,90000,90000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9481,REIMBURSEMENT - DSS,1200000,1200000,1200000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9484,REIMBURSEMENT - CDOT,800000,800000,800000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0005,SALARIES AND WAGES - ON PAYROLL,5012837,5012837,4949242
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0012,CONTRACT WAGE - PREVAILING RATE,30171,30171,18232
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0015,SCHEDULE SALARY ADJUSTMENTS,7894,7894,8054
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0020,OVERTIME,82000,82000,82000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0130,POSTAGE,240000,240000,240000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0181,MOBILE COMMUNICATION SERVICES,1494,1494,1400
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0140,PROFESSIONAL AND TECHNICAL SERVICES,4351678,4351678,4351678
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0150,OUTSIDE GRAPHIC SERVICES,71900,71900,71900
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0161,MAINT FACILITIES,52000,52000,52000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0162,REPAIR/MAINT EQUIPMENT,466675,466675,466675
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0166,DUES  SUBSC & MEM,561000,561000,561000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0169,TECHNICAL MEETING COSTS,17500,17500,17500
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0181,MOBILE COMMUNICATION SERVICES,18700,18700,18700
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0189,TELEPHONE - NON-CENTREX BILLINGS,17200,17200,17200
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0190,TELEPHONE - CENTREX BILLINGS,195000,195000,195000
