fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,2410
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,ACCOUNTING AND AUDITING,210000,210000,210000
LOCAL,0B26,Chicago Parking Meters Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,14000000,14000000,500000
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,851695,851695,859332
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,3672,3672,0
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0130,POSTAGE,500,500,131
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,64000,64000,64000
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0139,IT DEVELOPMENT,69961,69961,56961
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,182484,206484,176889
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0142,ACCOUNTING AND AUDITING,100000,92000,92000
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0149,SOFTWARE MAINTENANCE AND LICENSING,16000,16000,16000
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0157,RENTAL EQUIPMENT AND SERVICES,22000,22000,22000
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0159,LEASE/PURCHASE EQUIPMENT,4440,4440,11536
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0166,DUES  SUBSC & MEM,263995,263995,256495
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0169,TECHNICAL MEETING COSTS,37657,21657,27657
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0179,MESSENGER SERVICES,500,500,500
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0181,MOBILE COMMUNICATION SERVICES,5872,5872,5176
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0190,TELEPHONE - CENTREX BILLINGS,3395,3395,3395
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0196,DATA CIRCUITS,1810,1810,1920
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0197,TELEPHONE - MAINTENANCE,410,410,410
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0245,REIMBURSEMENT TO TRAVELERS,14500,14500,0
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0270,LOCAL TRANSPORTATION,500,500,500
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0350,STATIONERY AND OFFICE SUPPLIES,6500,6500,6500
LOCAL,0100,Corporate Fund,28,Office of City Treasurer,2005,Office of City Treasurer,9438,REIMBURSEMENT - AIS,10000,10000,4000
LOCAL,0200,Water Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,309904,309904,295312
LOCAL,0200,Water Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,50000,50000,50000
LOCAL,0200,Water Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0139,IT DEVELOPMENT,40238,40238,30238
LOCAL,0200,Water Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,51212,51212,61212
LOCAL,0314,Sewer Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,146292,146292,139156
LOCAL,0314,Sewer Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,25000,25000,25000
LOCAL,0314,Sewer Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0139,IT DEVELOPMENT,29207,29207,25207
LOCAL,0314,Sewer Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,25358,25358,29358
LOCAL,0610,Chicago Midway Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,222312,222312,226992
LOCAL,0610,Chicago Midway Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,2790,2790,0
LOCAL,0610,Chicago Midway Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,50000,50000,50000
LOCAL,0610,Chicago Midway Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0139,IT DEVELOPMENT,15555,15555,15555
LOCAL,0610,Chicago Midway Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,49218,49218,44682
LOCAL,0740,Chicago O'Hare Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,787111,787111,783593
LOCAL,0740,Chicago O'Hare Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,100000,100000,100000
LOCAL,0740,Chicago O'Hare Airport Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,146490,146490,140190
LOCAL,0B21,Tax Increment Financing Administration Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,323270,323270,328379
LOCAL,0B21,Tax Increment Financing Administration Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,2106
LOCAL,0B21,Tax Increment Financing Administration Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0138,IT MAINTENANCE,57500,57500,57500
LOCAL,0B21,Tax Increment Financing Administration Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0139,IT DEVELOPMENT,10000,10000,10000
LOCAL,0B21,Tax Increment Financing Administration Fund,28,Office of City Treasurer,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,22688,22688,22688
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0005,SALARIES AND WAGES - ON PAYROLL,3095809,3095809,2872287
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0015,SCHEDULE SALARY ADJUSTMENTS,12335,12335,8283
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0020,OVERTIME,2450,2450,2450
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0130,POSTAGE,62000,62000,69622
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0138,IT MAINTENANCE,1065149,1065149,1070031
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0140,PROFESSIONAL AND TECHNICAL SERVICES,3841838,3841838,3504471
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0143,COURT REPORTING,64917,64917,64917
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0159,LEASE/PURCHASE EQUIPMENT,37403,37403,37403
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0162,REPAIR/MAINT EQUIPMENT,600,600,600
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0166,DUES  SUBSC & MEM,2350,2350,2350
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0169,TECHNICAL MEETING COSTS,470,470,470
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0179,MESSENGER SERVICES,2850,2850,2850
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0181,MOBILE COMMUNICATION SERVICES,420,420,420
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0190,TELEPHONE - CENTREX BILLINGS,20000,20000,20000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0197,TELEPHONE - MAINTENANCE,1180,1180,1180
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,1750,1750,1750
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0340,MATERIAL AND SUPPLIES,14370,14370,14370
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0348,BOOKS AND RELATED MATERIAL,1000,1000,1000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0350,STATIONERY AND OFFICE SUPPLIES,12440,12440,12440
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0424,FURNITURE AND FURNISHINGS,1000,1000,1000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,9438,REIMBURSEMENT - AIS,19500,19500,19500
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,27343264,27343264,26897605
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0015,SCHEDULE SALARY ADJUSTMENTS,48935,48935,32230
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,15132,15132,5700
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,73862,73862,73862
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,227627,227627,255878
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,902339,902339,818674
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,8070,8070,6052
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,943507,943507,805982
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,124710,124710,99710
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,209151,209151,289280
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,5606,5606,5606
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,52853,52853,50598
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,148792,148792,148792
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,1202,1202,1202
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,98924,98924,90914
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,34107,34107,7853
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,10142,10142,8240
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,21227,21227,21760
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,61559,61559,61559
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0197,TELEPHONE - MAINTENANCE,4775,4775,4775
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,5719,5719,4010
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,33667,33667,0
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,37376,37376,33100
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,15219,15219,15219
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,65289,65289,59778
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIS,20000,20000,20000
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1443396,1443396,1419726
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0015,SCHEDULE SALARY ADJUSTMENTS,1991,1991,0
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,869,869,470
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,422,422,0
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,4235,4235,4235
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,13074,13074,14600
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,51130,51130,50447
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,1000,1000,750
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,57583,57583,54458
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,12813,12813,12813
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,12011,12011,16800
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,333,333,333
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,935,935,902
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,8832,8832,8832
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,1202,1202,1202
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,5689,5689,5221
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1959,1959,1887
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,644,644,644
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,1219,1219,0
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,6447,6447,6447
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,327,327,230
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,1600,1600,0
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1970,1970,1788
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,3358,3358,3358
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,4094,4094,3689
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIS,1323,1323,1323
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1469146,1469146,1567842
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,661,661,360
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,321,321,0
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,4801,4801,4801
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,9977,9977,11212
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,35352,35352,34140
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,210,210,158
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,37360,37360,35963
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,3390,3390,3390
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,9139,9139,12880
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,438,438,438
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,6720,6720,6720
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,4353,4353,3973
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1500,1500,1439
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,310,310,310
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,928,928,0
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,4752,4752,4752
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,249,249,175
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,1652,1652,0
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,909,909,816
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,665,665,665
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,3115,3115,2797
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIS,1006,1006,1006
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,774898,774898,745602
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,529,529,290
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,257,257,0
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,2757,2757,2757
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,7997,7997,9008
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,29311,29311,28462
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,320,320,240
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,22895,22895,21578
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,4685,4685,4685
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,7311,7311,9800
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,350,350,350
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,5376,5376,5376
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,3504,3504,3180
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1220,1220,1159
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,331,331,270
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,742,742,0
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,3602,3602,3602
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,199,199,140
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,1652,1652,0
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1073,1073,932
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,532,532,532
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,2492,2492,2244
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIS,805,805,805
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,333815,333815,326297
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,2018,2018,2018
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,8562,8562,9479
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,28951,28951,28225
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,200,200,150
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,4998,4998,5138
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,3272,3272,3272
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,7833,7833,7840
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,375,375,375
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,5760,5760,5760
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,3745,3745,3405
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,2265,2265,2265
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,301,301,301
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,795,795,0
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,4073,4073,4073
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,213,213,150
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,4627,4627,0
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,892,892,777
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,570,570,570
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,2670,2670,2398
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIS,863,863,863
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1991273,1991273,1989793
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,801
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,1134,1134,680
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,2370,2370,2370
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,17051,17051,18884
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,53007,53007,51321
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,200,200,150
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,15659,15659,14385
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,4651,4651,4651
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,15667,15667,8400
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,534,534,534
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,750,750,750
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,11520,11520,11520
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0166,DUES  SUBSC & MEM,7410,7410,6810
