fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,15000
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,271600
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,50000
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,24300
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,446,PURCHASE - DATA HARDWARE,402000
LOCAL,0610,MIDWAY AIRPORT FUND,85,AVIATION,2010,CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - DAIS,35000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,127469797
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,11,CONTRACT WAGE - SALARY,1177979
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,892350
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,495909
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,12000000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,175000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,49,WORKERS' COMPENSATION,7242520
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,161600
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,25000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,138,IT MAINTENANCE,16226000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,107998900
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,141,APPRAISALS,84000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,142,ACCOUNTING AND AUDITING,1033000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,144,ENGINEERING AND ARCHITECTURE,1080000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,147,SURVEYS,15000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,148,TESTING AND INSPECTING,52000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,741100
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,152,ADVERTISING,369600
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,155,RENTAL OF PROPERTY,3694000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,71047400
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,160,REPAIR/MAINT PROPERTY,2150000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,161,MAINT FACILITIES,39302500
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,162,REPAIR/MAINT EQUIPMENT,17532900
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,163,MAINT STREETS,13679000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,166,DUES  SUBSC & MEM,505900
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,168,EDUCATION DEVELOPMENT,2354200
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,169,TECHNICAL MEETING COSTS,718100
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,178,FREIGHT AND EXPRESS CHARGES,20000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,181,MOBILE COMMUNICATION SERVICES,190000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,183,WATER,11000000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,185,WASTE DISPOSAL SERVICES,1958000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,438600
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,190,TELEPHONE - CENTREX BILLINGS,1083000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,196,DATA CIRCUITS,410000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,197,TELEPHONE - MAINTENANCE,40000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,5500
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,245,REIMBURSEMENT TO TRAVELERS,171000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,270,LOCAL TRANSPORTATION,6500
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,313,CLEANING AND SANITATION SUPPLIES,450000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,314,FUEL OIL,360000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,319,CLOTHING,533000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,340,MATERIAL AND SUPPLIES,10955800
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,345,APPARATUS AND INSTRUMENTS,41200
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,348,BOOKS AND RELATED MATERIAL,23100
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,200000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,360,REPAIR PARTS AND MATERIAL,1554000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,573000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,362,PAINTS AND PAINTING SUPPLIES,650000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,364,PLUMBING SUPPLIES,180000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,365,ELECTRICAL SUPPLIES,4100000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,402,TOOLS > $100 UNIT,35000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,423,COMMUNICATION DEVICES,699200
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,424,FURNITURE AND FURNISHINGS,510000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,440,MACHINERY AND EQUIPMENT,1836200
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,446,PURCHASE - DATA HARDWARE,2298600
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9438,REIMBURSEMENT - DAIS,90000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9441,REIMBURSEMENT - CDPH,90000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9481,REIMBURSEMENT - DSS,1200000
LOCAL,0740,O HARE REVENUE FUND,85,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,9484,REIMBURSEMENT - CDOT,800000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,5014769
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE - PREVAILING RATE,30171
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,5962
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,20,OVERTIME,82000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,130,POSTAGE,240000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,4351678
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,150,OUTSIDE GRAPHIC SERVICES,71900
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,52000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,466675
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,561000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,17500
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,18700
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,189,TELEPHONE - NON-CENTREX BILLINGS,17200
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,190,TELEPHONE - CENTREX BILLINGS,195000
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,542600
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,40580
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,314100
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MATERIAL,500
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,14500
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,7500
LOCAL,0200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,99828
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,5,SALARIES AND WAGES - ON PAYROLL,3653135
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,15,SCHEDULE SALARY ADJUSTMENTS,10628
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,20,OVERTIME,400000
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,57950
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,149,SOFTWARE MAINTENANCE AND LICENSING,80000
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,154,RENTAL-DATA HARDWARE EQ,90000
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,159,LEASE/PURCHASE EQUIPMENT,291200
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,168,EDUCATION DEVELOPMENT,10500
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,169,TECHNICAL MEETING COSTS,5000
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,191,TELEPHONE - RELOCATIONS,5000
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,312,SOFTWARE PURCHASES,6426
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,350,STATIONERY AND OFFICE SUPPLIES,31600
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,446,PURCHASE - DATA HARDWARE,96716
LOCAL,0200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,9438,REIMBURSEMENT - DAIS,82500
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,4844545
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,12,CONTRACT WAGE - PREVAILING RATE,37607
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,4359
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,20,OVERTIME,23000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,2400000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,2400
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,10000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,30000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,245,REIMBURSEMENT TO TRAVELERS,5400
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,340,MATERIAL AND SUPPLIES,30000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,345,APPARATUS AND INSTRUMENTS,4000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,348,BOOKS AND RELATED MATERIAL,1250
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPLIES,19000
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,3500
LOCAL,0200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,521,MAINTENANCE AND CONSTRUCTION,1000000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,5,SALARIES AND WAGES - ON PAYROLL,57184842
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,12,CONTRACT WAGE - PREVAILING RATE,665148
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,15,SCHEDULE SALARY ADJUSTMENTS,48995
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,20,OVERTIME,4018672
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,125,OFFICE AND BUILDING SERVICES,342000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,140,PROFESSIONAL AND TECHNICAL SERVICES,75000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,148,TESTING AND INSPECTING,1823000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,157,RENTAL EQUIPMENT AND SERVICES,191000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,159,LEASE/PURCHASE EQUIPMENT,170500
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,160,REPAIR/MAINT PROPERTY,1406800
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,162,REPAIR/MAINT EQUIPMENT,5792500
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,169,TECHNICAL MEETING COSTS,238800
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,245,REIMBURSEMENT TO TRAVELERS,8340
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,314,FUEL OIL,690000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,340,MATERIAL AND SUPPLIES,4368800
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,11609203
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,345,APPARATUS AND INSTRUMENTS,348000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,348,BOOKS AND RELATED MATERIAL,6000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,350,STATIONERY AND OFFICE SUPPLIES,75000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,360,REPAIR PARTS AND MATERIAL,1485687
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,401,TOOL <= $100 UNIT,18200
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,402,TOOLS > $100 UNIT,15500
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,410,EQUIPMENT FOR BUILDINGS,175000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,424,FURNITURE AND FURNISHINGS,2000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,440,MACHINERY AND EQUIPMENT,857800
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,336000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,446,PURCHASE - DATA HARDWARE,143880
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,450,VEHICLES,240000
LOCAL,0200,WATER FUND,88,DWM,2020,WATER SUPPLY,9484,REIMBURSEMENT - CDOT,100000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,5,SALARIES AND WAGES - ON PAYROLL,65131598
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,12,CONTRACT WAGE - PREVAILING RATE,797301
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,15,SCHEDULE SALARY ADJUSTMENTS,9556
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,20,OVERTIME,3462356
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,140,PROFESSIONAL AND TECHNICAL SERVICES,3341543
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,157,RENTAL EQUIPMENT AND SERVICES,2879760
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,160,REPAIR/MAINT PROPERTY,323800
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,162,REPAIR/MAINT EQUIPMENT,100000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,169,TECHNICAL MEETING COSTS,1500
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,181,MOBILE COMMUNICATION SERVICES,285000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,185,WASTE DISPOSAL SERVICES,2942710
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,188,VEHICLE TRACKING SERVICE,211321
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,316,GAS - BOTTLED AND PROPANE,161400
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,340,MATERIAL AND SUPPLIES,812600
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,350,STATIONERY AND OFFICE SUPPLIES,56930
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,360,REPAIR PARTS AND MATERIAL,5861553
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,401,TOOL <= $100 UNIT,3000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,423,COMMUNICATION DEVICES,1000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,424,FURNITURE AND FURNISHINGS,3000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,440,MACHINERY AND EQUIPMENT,549391
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,446,PURCHASE - DATA HARDWARE,100000
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,521,MAINTENANCE AND CONSTRUCTION,2946315
LOCAL,0200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,9481,REIMBURSEMENT - DSS,367919
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,5,SALARIES AND WAGES - ON PAYROLL,10238428
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,12,CONTRACT WAGE - PREVAILING RATE,90282
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,11996
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,20,OVERTIME,118000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,5000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,189,TELEPHONE - NON-CENTREX BILLINGS,9000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18500
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,340,MATERIAL AND SUPPLIES,30500
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,350,STATIONERY AND OFFICE SUPPLIES,12500
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,360,REPAIR PARTS AND MATERIAL,104500
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,401,TOOL <= $100 UNIT,6000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,424,FURNITURE AND FURNISHINGS,5000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,446,PURCHASE - DATA HARDWARE,23000
LOCAL,0200,WATER FUND,88,DWM,2035,METER SERVICES,450,VEHICLES,61000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,2458184
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,2992
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,20,OVERTIME,40000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,700000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,150,OUTSIDE GRAPHIC SERVICES,2000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,17910
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,5000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,348,BOOKS AND RELATED MATERIAL,500
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPLIES,6000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,3000
LOCAL,0314,SEWER FUND,88,DWM,2015,ENGINEERING SERVICES,446,PURCHASE - DATA HARDWARE,25000
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,5,SALARIES AND WAGES - ON PAYROLL,49154454
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,12,CONTRACT WAGE - PREVAILING RATE,574183
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,15,SCHEDULE SALARY ADJUSTMENTS,8291
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,20,OVERTIME,2960000
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,140,PROFESSIONAL AND TECHNICAL SERVICES,1298845
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,154,RENTAL-DATA HARDWARE EQ,6924
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,157,RENTAL EQUIPMENT AND SERVICES,1440587
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,185,WASTE DISPOSAL SERVICES,2942918
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,190,TELEPHONE - CENTREX BILLINGS,28000
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,104390
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,340,MATERIAL AND SUPPLIES,4282000
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,345,APPARATUS AND INSTRUMENTS,1500
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,401,TOOL <= $100 UNIT,50000
LOCAL,0314,SEWER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,402,TOOLS > $100 UNIT,124673
