fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0243,TRANSPORTATION SECURITY ADMIN AGRMT,57,DEPARTMENT OF POLICE,2863,TRANSPORTATION SEC-MIDWAY,9700,REIMBURSABLE TRANSFERS BETWEEN FUNDS,-537000,-537000,-537000
GRANTS,0657,POLICE PROGRAM,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,117000,117000,70000
GRANTS,0657,POLICE PROGRAM,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,340,MATERIAL AND SUPPLIES,0,0,283000
GRANTS,0824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,6,SALARY PROVISION,103000,103000,103000
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,2046000,2046000,1969292
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,157,RENTAL EQUIPMENT AND SERVICES,40000,40000,40000
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,162,REPAIR/MAINT EQUIPMENT,0,0,36800
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,176,MAINTENANCE AND OPERATION - VEHICLES,500000,500000,1182205
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,245,REIMBURSEMENT TO TRAVELERS,50000,50000,50000
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,DEPARTMENT OF POLICE,2816,ASSET FORFEITURE - FEDERAL,340,MATERIAL AND SUPPLIES,156000,156000,1560703
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,6,SALARY PROVISION,20000,20000,0
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,20,OVERTIME,493000,493000,0
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,494000,494000,0
GRANTS,0J08,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,151659,151659,0
GRANTS,0J08,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,55341,55341,0
GRANTS,0J09,SUBSTANCE ABUSE AND AIDS PREV. - DEAF,57,DEPARTMENT OF POLICE,2882,NAT. EXPLOSIVES DETECT. CANINE,6,SALARY PROVISION,0,0,0
GRANTS,0J11,BULLETPROOF VESTS PARTNERSHIP - BJA,57,DEPARTMENT OF POLICE,2808,BULLETPROOF VESTS,340,MATERIAL AND SUPPLIES,29000,29000,0
GRANTS,0J12,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,6,SALARY PROVISION,8000,8000,0
GRANTS,0J12,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,20,OVERTIME,332000,332000,0
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,5,SALARIES AND WAGES - ON PAYROLL,68237,68237,0
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,6,SALARY PROVISION,0,0,48000
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,44,FRINGE BENEFITS,25423,25423,0
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,90823,90823,67823
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,340,MATERIAL AND SUPPLIES,5517,5517,4177
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,5,SALARIES AND WAGES - ON PAYROLL,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,11,CONTRACT WAGE - SALARY,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,44,FRINGE BENEFITS,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,0
GRANTS,0J16,INJURY PREVENTION,57,DEPARTMENT OF POLICE,2987,INJURY PREVENTION,20,OVERTIME,137000,137000,0
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,1875000,1875000,614232
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,6,SALARY PROVISION,0,0,29527
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,11,CONTRACT WAGE - SALARY,0,0,53283
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,15,SCHEDULE SALARY ADJUSTMENTS,0,0,211899
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,44,FRINGE BENEFITS,0,0,236059
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS HIRING PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,0
GRANTS,0K57,BULLETPROOF VESTS PARTNERSHIP - BJA,57,DEPARTMENT OF POLICE,2808,BULLETPROOF VESTS,340,MATERIAL AND SUPPLIES,0,0,200000
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,0,0,149132
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,6,SALARY PROVISION,0,0,0
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,11,CONTRACT WAGE - SALARY,0,0,333
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,15,SCHEDULE SALARY ADJUSTMENTS,0,0,886
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,0,0,56649
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,0,0,1795418
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,6,SALARY PROVISION,0,0,3081660
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,11,CONTRACT WAGE - SALARY,0,0,140065
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,15,SCHEDULE SALARY ADJUSTMENTS,0,0,4506
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,0,0,693868
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,136483
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,245,REIMBURSEMENT TO TRAVELERS,0,0,40000
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,340,MATERIAL AND SUPPLIES,0,0,3000
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,0,0,104000
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,5,SALARIES AND WAGES - ON PAYROLL,0,0,66394
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,6,SALARY PROVISION,0,0,0
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,11,CONTRACT WAGE - SALARY,0,0,349
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,15,SCHEDULE SALARY ADJUSTMENTS,0,0,1876
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,44,FRINGE BENEFITS,0,0,25516
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,0,0,12910
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,72955
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,340,MATERIAL AND SUPPLIES,0,0,10000
GRANTS,0K61,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,6,SALARY PROVISION,0,0,18000
GRANTS,0K61,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,20,OVERTIME,0,0,315000
GRANTS,0K61,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,176,MAINTENANCE AND OPERATION - VEHICLES,0,0,9000
GRANTS,0K62,COPS HIRING PROGRAM,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,0,0,969840
GRANTS,0K62,COPS HIRING PROGRAM,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,0,0,1672923
GRANTS,0K62,COPS HIRING PROGRAM,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,11,CONTRACT WAGE - SALARY,0,0,88805
GRANTS,0K62,COPS HIRING PROGRAM,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,0,0,393432
GRANTS,0K63,INJURY PREVENTION,57,DEPARTMENT OF POLICE,2987,INJURY PREVENTION,20,OVERTIME,0,0,134000
GRANTS,0K63,INJURY PREVENTION,57,DEPARTMENT OF POLICE,2987,INJURY PREVENTION,245,REIMBURSEMENT TO TRAVELERS,0,0,3000
GRANTS,0K64,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,6,SALARY PROVISION,0,0,20000
GRANTS,0K64,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,20,OVERTIME,0,0,480000
GRANTS,0K64,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,176,MAINTENANCE AND OPERATION - VEHICLES,0,0,22000
GRANTS,0K64,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,LOCAL ALCOHOL PROGRAM,245,REIMBURSEMENT TO TRAVELERS,0,0,3000
GRANTS,0K65,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,6,SALARY PROVISION,0,0,120000
GRANTS,0K65,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,5837000
GRANTS,0K65,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,245,REIMBURSEMENT TO TRAVELERS,0,0,2000
GRANTS,0K65,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,340,MATERIAL AND SUPPLIES,0,0,3000
GRANTS,0K65,EDWARD BYRNE MEMORIAL JAG,57,DEPARTMENT OF POLICE,2996,EDWARD BYRNE MEMORIAL JAG,450,VEHICLES,0,0,1609000
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,5,SALARIES AND WAGES - ON PAYROLL,0,0,42919
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,6,SALARY PROVISION,0,0,4774
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,11,CONTRACT WAGE - SALARY,0,0,238
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,15,SCHEDULE SALARY ADJUSTMENTS,0,0,1104
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,44,FRINGE BENEFITS,0,0,17411
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,140,PROFESSIONAL AND TECHNICAL SERVICES,40000,40000,60554
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,181,MOBILE COMMUNICATION SERVICES,0,0,700
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,245,REIMBURSEMENT TO TRAVELERS,0,0,1000
GRANTS,0K66,CHICAGO JUVENILE JUSTICE COUNCIL,57,DEPARTMENT OF POLICE,2998,CHICAGO JUVENILE JUSTICE CNCL,340,MATERIAL AND SUPPLIES,0,0,1300
GRANTS,0K67,ALTGELD-RIVERSIDE COMMUNITY PARTNERSHIP,57,DEPARTMENT OF POLICE,2973,ALTGELD-RIVERSIDE COMMUNITY,20,OVERTIME,0,0,24000
GRANTS,0K67,ALTGELD-RIVERSIDE COMMUNITY PARTNERSHIP,57,DEPARTMENT OF POLICE,2973,ALTGELD-RIVERSIDE COMMUNITY,140,PROFESSIONAL AND TECHNICAL SERVICES,35000,35000,2500
GRANTS,0K67,ALTGELD-RIVERSIDE COMMUNITY PARTNERSHIP,57,DEPARTMENT OF POLICE,2973,ALTGELD-RIVERSIDE COMMUNITY,330,FOOD,0,0,7000
GRANTS,0K67,ALTGELD-RIVERSIDE COMMUNITY PARTNERSHIP,57,DEPARTMENT OF POLICE,2973,ALTGELD-RIVERSIDE COMMUNITY,340,MATERIAL AND SUPPLIES,0,0,1500
GRANTS,0K76,GET BEHIND THE VEST,57,DEPARTMENT OF POLICE,2999,GET BEHIND THE VEST,340,MATERIAL AND SUPPLIES,1000000,1000000,1000000
GRANTS,0K83,PAUL COVERDELL FORENSIC SCIENCE IMPRVMT,57,DEPARTMENT OF POLICE,,COVERDELL FORENSIC SCIENCE,140,PROFESSIONAL AND TECHNICAL SERVICES,161000,161000,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2882,NAT. EXPLOSIVES DETECT. CANINE,6,SALARY PROVISION,758000,758000,758000
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,1007580,1007580,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,6,SALARY PROVISION,0,0,444000
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,11,CONTRACT WAGE - SALARY,0,0,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,15,SCHEDULE SALARY ADJUSTMENTS,4756,4756,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,375386,375386,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,415278,415278,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,245,REIMBURSEMENT TO TRAVELERS,14000,14000,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,330,FOOD,3000,3000,0
GRANTS,0P04,HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,613000,613000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2902,FY2007 COPS METH INITIATIVE,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,65000,65000,65000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2910,SOLVING COLD CASES WITH DNA,20,OVERTIME,0,0,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,150,PUBLICATN & REPRODT-OUT,0,0,12000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,152,ADVERTISING,10000,10000,10000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,169,TECHNICAL MEETING COSTS,0,0,3000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,245,REIMBURSEMENT TO TRAVELERS,13000,13000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,340,MATERIAL AND SUPPLIES,63000,63000,112000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,423,COMMUNICATION DEVICES,5000,5000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,9000,9000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2925,SECURE OUR SCHOOLS 2008,140,PROFESSIONAL AND TECHNICAL SERVICES,65000,65000,25000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,174000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,245,REIMBURSEMENT TO TRAVELERS,0,0,3800
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,340,MATERIAL AND SUPPLIES,0,0,15000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2935,JUSTICE AND MENTAL HEALTH,801,INDIRECT COSTS,0,0,5200
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,6,SALARY PROVISION,50000,50000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,50000,50000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2953,PREDICTIVE POLICING,140,PROFESSIONAL AND TECHNICAL SERVICES,2500000,2500000,1000000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,20,OVERTIME,85000,85000,86000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,140,PROFESSIONAL AND TECHNICAL SERVICES,337000,337000,346000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,178,FREIGHT AND EXPRESS CHARGES,0,0,5000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,245,REIMBURSEMENT TO TRAVELERS,10000,10000,10000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,350,STATIONERY AND OFFICE SUPPLIES,3000,3000,0
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,801,INDIRECT COSTS,45000,45000,43000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,20,OVERTIME,46000,46000,20000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,140,PROFESSIONAL AND TECHNICAL SERVICES,15000,15000,11000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,330,FOOD,4000,4000,4000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,340,MATERIAL AND SUPPLIES,5000,5000,5000
GRANTS,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,135,DELEGATE AGENCIES,498000,498000,175000
GRANTS,0P42,CPD JAG,57,DEPARTMENT OF POLICE,2946,BYRNE MEMORIAL JUSTICE ASSIST,135,DELEGATE AGENCIES,1000000,1000000,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,5,SALARIES AND WAGES - ON PAYROLL,1943397,1943397,1855331
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,6,SALARY PROVISION,743548,743548,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,11,CONTRACT WAGE - SALARY,0,0,161132
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,15,SCHEDULE SALARY ADJUSTMENTS,2258,2258,8067
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,20,OVERTIME,338000,338000,297266
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,44,FRINGE BENEFITS,725562,725562,713861
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,367841,367841,143048
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,330,FOOD,8000,8000,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,340,MATERIAL AND SUPPLIES,4500,4500,4500
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,423,COMMUNICATION DEVICES,47000,47000,47795
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,430,LIVESTOCK,53000,53000,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,2297894,2297894,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,663046,663046,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,6,SALARY PROVISION,2025167,2025167,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,11,CONTRACT WAGE - SALARY,0,0,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,15,SCHEDULE SALARY ADJUSTMENTS,226,226,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,44,FRINGE BENEFITS,247026,247026,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,245,REIMBURSEMENT TO TRAVELERS,176535,176535,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,340,MATERIAL AND SUPPLIES,27600,27600,0
GRANTS,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,423,COMMUNICATION DEVICES,36000,36000,0
