fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0012,CONTRACT WAGE - PREVAILING RATE,171660.00,171660.00,172635.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0015,SCHEDULE SALARY ADJUSTMENTS,8816.00,8816.00,8344.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0020,OVERTIME,1373054.00,1373054.00,1373054.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0126,OFFICE CONVENIENCES,4000.00,4000.00,4080.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0150,OUTSIDE GRAPHIC SERVICES,39000.00,39000.00,39780.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0157,RENTAL EQUIPMENT AND SERVICES,2720447.00,2720447.00,3116038.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0159,LEASE/PURCHASE EQUIPMENT,3000.00,3000.00,3060.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0313,CLEANING AND SANITATION SUPPLIES,2500.00,2500.00,2550.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0340,MATERIAL AND SUPPLIES,194917.00,194917.00,202312.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0350,STATIONERY AND OFFICE SUPPLIES,11830.00,11830.00,12067.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0401,TOOL <= $100 UNIT,27690.00,27690.00,28245.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0402,TOOLS > $100 UNIT,15210.00,15210.00,15515.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0423,COMMUNICATION DEVICES,34885.00,34885.00,35574.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,9438,REIMBURSEMENT - AIS,5000.00,5000.00,5000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0005,SALARIES AND WAGES - ON PAYROLL,13520796.00,13520796.00,12972070.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0012,CONTRACT WAGE - PREVAILING RATE,103845.00,103845.00,96697.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0015,SCHEDULE SALARY ADJUSTMENTS,29706.00,29706.00,52693.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0020,OVERTIME,967019.00,967019.00,967019.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0091,UNIFORM ALLOWANCE,20500.00,20500.00,20500.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0126,OFFICE CONVENIENCES,2350.00,2350.00,2350.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0130,POSTAGE,590250.00,590250.00,590250.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0138,IT MAINTENANCE,0,0,150000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,9085500.00,9085500.00,9545038.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,10000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0150,OUTSIDE GRAPHIC SERVICES,10750.00,10750.00,10750.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0157,RENTAL EQUIPMENT AND SERVICES,64000.00,64000.00,122800.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0162,REPAIR/MAINT EQUIPMENT,15000.00,15000.00,15000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0313,CLEANING AND SANITATION SUPPLIES,200.00,200.00,200.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0319,CLOTHING,2995.00,2995.00,2995.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0340,MATERIAL AND SUPPLIES,137250.00,137250.00,137250.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0350,STATIONERY AND OFFICE SUPPLIES,36500.00,36500.00,36500.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0992,TOW STORAGE REFUNDS,360000.00,360000.00,360000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,9438,REIMBURSEMENT - AIS,191800.00,191800.00,191800.00
LOCAL,0310,Motor Fuel Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0340,MATERIAL AND SUPPLIES,18779870.00,18779870.00,18585690.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0005,SALARIES AND WAGES - ON PAYROLL,57092597.00,57092597.00,56176987.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0012,CONTRACT WAGE - PREVAILING RATE,622915.00,622915.00,627731.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0015,SCHEDULE SALARY ADJUSTMENTS,94428.00,94428.00,95865.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0020,OVERTIME,2631825.00,2631825.00,2631825.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0005,SALARIES AND WAGES - ON PAYROLL,2591024.00,2591024.00,2631999.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0015,SCHEDULE SALARY ADJUSTMENTS,10792.00,10792.00,10875.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0130,POSTAGE,700.00,700.00,700.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0140,PROFESSIONAL AND TECHNICAL SERVICES,50000.00,50000.00,50000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,61485.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0159,LEASE/PURCHASE EQUIPMENT,15869.00,15869.00,15869.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0166,DUES  SUBSC & MEM,101928.00,101928.00,205346.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0169,TECHNICAL MEETING COSTS,8000.00,8000.00,8000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0245,REIMBURSEMENT TO TRAVELERS,2500.00,2500.00,2500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0270,LOCAL TRANSPORTATION,120.00,120.00,120.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0340,MATERIAL AND SUPPLIES,1000.00,1000.00,1000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0350,STATIONERY AND OFFICE SUPPLIES,5500.00,5500.00,5500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0446,PURCHASE - DATA HARDWARE,0,0,7350.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,9438,REIMBURSEMENT - AIS,10000.00,10000.00,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0005,SALARIES AND WAGES - ON PAYROLL,4976194.00,4976194.00,4919366.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0012,CONTRACT WAGE - PREVAILING RATE,1193.00,1193.00,1232.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0015,SCHEDULE SALARY ADJUSTMENTS,23156.00,23156.00,34910.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0020,OVERTIME,0,0,1000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0130,POSTAGE,250.00,250.00,250.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0140,PROFESSIONAL AND TECHNICAL SERVICES,70000.00,70000.00,70000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,2070.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0150,OUTSIDE GRAPHIC SERVICES,200.00,200.00,200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0159,LEASE/PURCHASE EQUIPMENT,17365.00,17365.00,17365.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0169,TECHNICAL MEETING COSTS,5300.00,5300.00,7500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0245,REIMBURSEMENT TO TRAVELERS,0,0,2000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0270,LOCAL TRANSPORTATION,100.00,100.00,100.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0348,BOOKS AND RELATED MATERIAL,1000.00,1000.00,1000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0350,STATIONERY AND OFFICE SUPPLIES,13200.00,13200.00,13200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0446,PURCHASE - DATA HARDWARE,0,0,4150.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,9438,REIMBURSEMENT - AIS,10000.00,10000.00,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0144,ENGINEERING AND ARCHITECTURE,1008642.00,1008642.00,1008642.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0005,SALARIES AND WAGES - ON PAYROLL,1044178.00,1044178.00,1244073.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0015,SCHEDULE SALARY ADJUSTMENTS,1895.00,1895.00,2201.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0138,IT MAINTENANCE,10000.00,10000.00,19000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0140,PROFESSIONAL AND TECHNICAL SERVICES,200300.00,200300.00,200300.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0149,SOFTWARE MAINTENANCE AND LICENSING,7700.00,7700.00,8585.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0159,LEASE/PURCHASE EQUIPMENT,1400.00,1400.00,1400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0162,REPAIR/MAINT EQUIPMENT,15289832.00,15289832.00,16727923.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0166,DUES  SUBSC & MEM,3200.00,3200.00,3200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0169,TECHNICAL MEETING COSTS,2000.00,2000.00,2000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0181,MOBILE COMMUNICATION SERVICES,0,0,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0245,REIMBURSEMENT TO TRAVELERS,5000.00,5000.00,5000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0348,BOOKS AND RELATED MATERIAL,350.00,350.00,350.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0350,STATIONERY AND OFFICE SUPPLIES,2000.00,2000.00,2000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0446,PURCHASE - DATA HARDWARE,3500.00,3500.00,5000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0005,SALARIES AND WAGES - ON PAYROLL,514668.00,514668.00,601600.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0015,SCHEDULE SALARY ADJUSTMENTS,10007.00,10007.00,9114.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0020,OVERTIME,43962.00,43962.00,1500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0130,POSTAGE,200.00,200.00,400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0149,SOFTWARE MAINTENANCE AND LICENSING,9000.00,9000.00,11760.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0159,LEASE/PURCHASE EQUIPMENT,5540.00,5540.00,5540.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0160,REPAIR/MAINT PROPERTY,5500.00,5500.00,5500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0162,REPAIR/MAINT EQUIPMENT,4000.00,4000.00,4000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0185,WASTE DISPOSAL SERVICES,1800.00,1800.00,1800.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,19200.00,19200.00,0
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0319,CLOTHING,1300.00,1300.00,3000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0350,STATIONERY AND OFFICE SUPPLIES,5400.00,5400.00,6000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0362,PAINTS AND PAINTING SUPPLIES,40000.00,40000.00,40000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0440,MACHINERY AND EQUIPMENT,63000.00,63000.00,63000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0446,PURCHASE - DATA HARDWARE,15035.00,15035.00,24128.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0005,SALARIES AND WAGES - ON PAYROLL,2957844.00,2957844.00,3346751.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0015,SCHEDULE SALARY ADJUSTMENTS,7670.00,7670.00,6938.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0130,POSTAGE,250.00,250.00,250.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,353780.00,353780.00,353780.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0149,SOFTWARE MAINTENANCE AND LICENSING,30200.00,30200.00,35285.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0159,LEASE/PURCHASE EQUIPMENT,32262.00,32262.00,32262.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0166,DUES  SUBSC & MEM,42217.00,42217.00,42594.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0169,TECHNICAL MEETING COSTS,1700.00,1700.00,1700.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0245,REIMBURSEMENT TO TRAVELERS,4200.00,4200.00,4200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0270,LOCAL TRANSPORTATION,150.00,150.00,150.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0312,SOFTWARE PURCHASES,26716.00,26716.00,26716.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0348,BOOKS AND RELATED MATERIAL,400.00,400.00,400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0350,STATIONERY AND OFFICE SUPPLIES,7000.00,7000.00,7000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0446,PURCHASE - DATA HARDWARE,25000.00,25000.00,25000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0005,SALARIES AND WAGES - ON PAYROLL,1503001.00,1503001.00,3635321.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0012,CONTRACT WAGE - PREVAILING RATE,12296.00,12296.00,46536.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0015,SCHEDULE SALARY ADJUSTMENTS,718.00,718.00,5362.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0020,OVERTIME,445743.00,445743.00,445743.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0130,POSTAGE,165.00,165.00,165.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,1925000.00,1925000.00,3074000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,2000.00,2000.00,1360400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0157,RENTAL EQUIPMENT AND SERVICES,54054.00,54054.00,54442.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0159,LEASE/PURCHASE EQUIPMENT,39171.00,39171.00,39171.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0162,REPAIR/MAINT EQUIPMENT,18200.00,18200.00,18200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0169,TECHNICAL MEETING COSTS,2205.00,2205.00,17805.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,131560.00,131560.00,252110.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0319,CLOTHING,11730.00,11730.00,11730.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0350,STATIONERY AND OFFICE SUPPLIES,9500.00,9500.00,9500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0440,MACHINERY AND EQUIPMENT,3250.00,3250.00,3250.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0446,PURCHASE - DATA HARDWARE,20980.00,20980.00,31781.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,9438,REIMBURSEMENT - AIS,10000.00,10000.00,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,SALARIES AND WAGES - ON PAYROLL,3972293.00,3972293.00,4026031.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,SCHEDULE SALARY ADJUSTMENTS,36831.00,36831.00,16889.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,OVERTIME,0,0,105000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,PROFESSIONAL AND TECHNICAL SERVICES,12000.00,12000.00,12000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0149,SOFTWARE MAINTENANCE AND LICENSING,5700.00,5700.00,8775.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,RENTAL EQUIPMENT AND SERVICES,93528.00,93528.00,93528.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0159,LEASE/PURCHASE EQUIPMENT,4488.00,4488.00,4488.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,REPAIR/MAINT PROPERTY,8800.00,8800.00,8800.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0169,TECHNICAL MEETING COSTS,0,0,15000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0185,WASTE DISPOSAL SERVICES,35365.00,35365.00,40365.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0313,CLEANING AND SANITATION SUPPLIES,2000.00,2000.00,2000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0316,GAS - BOTTLED AND PROPANE,16000.00,16000.00,16000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0319,CLOTHING,5400.00,5400.00,5400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0340,MATERIAL AND SUPPLIES,52900.00,52900.00,52900.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0350,STATIONERY AND OFFICE SUPPLIES,2000.00,2000.00,2000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0440,MACHINERY AND EQUIPMENT,6500.00,6500.00,6500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0446,PURCHASE - DATA HARDWARE,29440.00,29440.00,26520.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,9438,REIMBURSEMENT - AIS,10000.00,10000.00,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0005,SALARIES AND WAGES - ON PAYROLL,993694.00,993694.00,1183820.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0015,SCHEDULE SALARY ADJUSTMENTS,1930.00,1930.00,9021.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,1389125.00,1389125.00,1389125.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,1180.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0166,DUES  SUBSC & MEM,250.00,250.00,1590.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0350,STATIONERY AND OFFICE SUPPLIES,0,0,200.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0446,PURCHASE - DATA HARDWARE,0,0,7714.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,9142,RETURNING CITIZENS INITIATIVES,250000.00,250000.00,250000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,9438,REIMBURSEMENT - AIS,10000.00,10000.00,6000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0005,SALARIES AND WAGES - ON PAYROLL,8798710.00,8798710.00,6599967.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0012,CONTRACT WAGE - PREVAILING RATE,19093.00,19093.00,0
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0015,SCHEDULE SALARY ADJUSTMENTS,15362.00,15362.00,11305.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0020,OVERTIME,82094.00,82094.00,40894.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0144,ENGINEERING AND ARCHITECTURE,0,0,900000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0149,SOFTWARE MAINTENANCE AND LICENSING,286400.00,286400.00,150000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0150,OUTSIDE GRAPHIC SERVICES,300.00,300.00,300.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0152,ADVERTISING,750.00,750.00,750.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0159,LEASE/PURCHASE EQUIPMENT,30013.00,30013.00,30013.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0166,DUES  SUBSC & MEM,9000.00,9000.00,9000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0169,TECHNICAL MEETING COSTS,4500.00,4500.00,12500.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,41378.00,41378.00,4323.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0245,REIMBURSEMENT TO TRAVELERS,8500.00,8500.00,8500.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0340,MATERIAL AND SUPPLIES,6000.00,6000.00,6000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0350,STATIONERY AND OFFICE SUPPLIES,11000.00,11000.00,11000.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0446,PURCHASE - DATA HARDWARE,22302.00,22302.00,87302.00
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0005,SALARIES AND WAGES - ON PAYROLL,5990916.00,5990916.00,6106940.00
