fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2961,HOPWA Housing and Health Study Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,671000.00,671000.00,1500000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2961,HOPWA Housing and Health Study Program,909A,RESERVE BALANCE,0.00,0.00,264000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0005,SALARIES AND WAGES - ON PAYROLL,60353.00,60353.00,90066.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0044,FRINGE BENEFITS,44598.00,44598.00,61255.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0135,DELEGATE AGENCIES,0.00,0.00,236375.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0140,PROFESSIONAL AND TECHNICAL SERVICES,1187049.00,1187049.00,500000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0.00,0.00,1500.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0340,MATERIAL AND SUPPLIES,0.00,0.00,300.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0801,INDIRECT COSTS,0.00,0.00,10504.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,909A,RESERVE BALANCE,0.00,0.00,591000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0005,SALARIES AND WAGES - ON PAYROLL,0.00,0.00,136558.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0006,SALARY PROVISION,216270.00,216270.00,0.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0044,FRINGE BENEFITS,0.00,0.00,92875.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0140,PROFESSIONAL AND TECHNICAL SERVICES,576978.00,576978.00,303787.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0181,MOBILE COMMUNICATION SERVICES,179504.00,179504.00,0.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0270,LOCAL TRANSPORTATION,1780.00,1780.00,1780.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0340,MATERIAL AND SUPPLIES,468.00,468.00,0.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0999,CULTURAL PROGRAMMING GRANTS,0.00,0.00,15000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,909A,RESERVE BALANCE,0.00,0.00,2051000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,276000.00,276000.00,99400.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0270,LOCAL TRANSPORTATION,0.00,0.00,6600.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0350,STATIONERY AND OFFICE SUPPLIES,0.00,0.00,44000.00
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,909A,RESERVE BALANCE,0.00,0.00,276000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2700,Care Van Blue Cross,0020,OVERTIME,50000.00,50000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2700,Care Van Blue Cross,909A,RESERVE BALANCE,-50000.00,-50000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0005,SALARIES AND WAGES - ON PAYROLL,0.00,0.00,184249.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0044,FRINGE BENEFITS,0.00,0.00,115039.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,410000.00,410000.00,66287.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0.00,0.00,8000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0340,MATERIAL AND SUPPLIES,0.00,0.00,7312.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0991,MATCHING AND SUPPLEMENTAL GRANTS,410000.00,410000.00,29113.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,909A,RESERVE BALANCE,0.00,0.00,813000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282E,Healthy Chicago 3.0,0140,PROFESSIONAL AND TECHNICAL SERVICES,70000.00,70000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282E,Healthy Chicago 3.0,909A,RESERVE BALANCE,0.00,0.00,65000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282J,Crisis Assistance Response and Engagement,0140,PROFESSIONAL AND TECHNICAL SERVICES,133000.00,133000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282J,Crisis Assistance Response and Engagement,909A,RESERVE BALANCE,0.00,0.00,118000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282K,NFL Social Justice,0140,PROFESSIONAL AND TECHNICAL SERVICES,200000.00,200000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282K,NFL Social Justice,909A,RESERVE BALANCE,0.00,0.00,79000.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2884,Lead Based Paint Hazard Control (Torrens Fund),0140,PROFESSIONAL AND TECHNICAL SERVICES,680000.00,680000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2884,Lead Based Paint Hazard Control (Torrens Fund),909A,RESERVE BALANCE,0.00,0.00,315000.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0005,SALARIES AND WAGES - ON PAYROLL,308496.00,308496.00,369347.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0015,SCHEDULE SALARY ADJUSTMENTS,2484.00,2484.00,2788.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0044,FRINGE BENEFITS,239020.00,239020.00,226881.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0140,PROFESSIONAL AND TECHNICAL SERVICES,755000.00,755000.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,909A,RESERVE BALANCE,0.00,0.00,684984.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0005,SALARIES AND WAGES - ON PAYROLL,114584.00,114584.00,129518.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0015,SCHEDULE SALARY ADJUSTMENTS,6415.00,6415.00,2660.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0044,FRINGE BENEFITS,74196.00,74196.00,77190.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0140,PROFESSIONAL AND TECHNICAL SERVICES,588805.00,588805.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,909A,RESERVE BALANCE,0.00,0.00,108632.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0005,SALARIES AND WAGES - ON PAYROLL,54125.00,54125.00,62169.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0006,SALARY PROVISION,145000.00,145000.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0015,SCHEDULE SALARY ADJUSTMENTS,1608.00,1608.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0044,FRINGE BENEFITS,42495.00,42495.00,42282.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0140,PROFESSIONAL AND TECHNICAL SERVICES,102772.00,102772.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0801,INDIRECT COSTS,0.00,0.00,68549.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,909A,RESERVE BALANCE,0.00,0.00,318000.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2730,Local Health Protection,0005,SALARIES AND WAGES - ON PAYROLL,2077350.00,2077350.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2730,Local Health Protection,0015,SCHEDULE SALARY ADJUSTMENTS,11643.00,11643.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2730,Local Health Protection,0044,FRINGE BENEFITS,1377897.00,1377897.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2730,Local Health Protection,0140,PROFESSIONAL AND TECHNICAL SERVICES,183110.00,183110.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2804,Childhood Lead Poisoning Prevention,0005,SALARIES AND WAGES - ON PAYROLL,1265732.00,1265732.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2804,Childhood Lead Poisoning Prevention,0006,SALARY PROVISION,64156.00,64156.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2804,Childhood Lead Poisoning Prevention,0015,SCHEDULE SALARY ADJUSTMENTS,10938.00,10938.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2804,Childhood Lead Poisoning Prevention,0044,FRINGE BENEFITS,835303.00,835303.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2804,Childhood Lead Poisoning Prevention,0140,PROFESSIONAL AND TECHNICAL SERVICES,501871.00,501871.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0005,SALARIES AND WAGES - ON PAYROLL,1966050.00,1966050.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0015,SCHEDULE SALARY ADJUSTMENTS,4545.00,4545.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0044,FRINGE BENEFITS,1360352.00,1360352.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0140,PROFESSIONAL AND TECHNICAL SERVICES,-3330947.00,-3330947.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281C,Pre-Exposure Prophylaxis (PREP),0140,PROFESSIONAL AND TECHNICAL SERVICES,124000.00,124000.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0005,SALARIES AND WAGES - ON PAYROLL,639254.00,639254.00,814261.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0006,SALARY PROVISION,5736.00,5736.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0015,SCHEDULE SALARY ADJUSTMENTS,8076.00,8076.00,12465.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0044,FRINGE BENEFITS,446934.00,446934.00,498348.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0140,PROFESSIONAL AND TECHNICAL SERVICES,800000.00,800000.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,909A,RESERVE BALANCE,0.00,0.00,524926.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0005,SALARIES AND WAGES - ON PAYROLL,0.00,0.00,3752124.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0015,SCHEDULE SALARY ADJUSTMENTS,0.00,0.00,15572.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0044,FRINGE BENEFITS,0.00,0.00,2255546.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,909A,RESERVE BALANCE,5455000.00,5455000.00,4931758.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0005,SALARIES AND WAGES - ON PAYROLL,263695.00,263695.00,364233.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0015,SCHEDULE SALARY ADJUSTMENTS,0.00,0.00,5076.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0044,FRINGE BENEFITS,184420.00,184420.00,230419.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0140,PROFESSIONAL AND TECHNICAL SERVICES,1249885.00,1249885.00,95157.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0801,INDIRECT COSTS,0.00,0.00,155115.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,909A,RESERVE BALANCE,0.00,0.00,1086000.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2878,Tanning Facilities Inspections,0140,PROFESSIONAL AND TECHNICAL SERVICES,21000.00,21000.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2960,Mosquito Vector Prevention Program (Tire Funds),0005,SALARIES AND WAGES - ON PAYROLL,131113.00,131113.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2960,Mosquito Vector Prevention Program (Tire Funds),0006,SALARY PROVISION,4055.00,4055.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2960,Mosquito Vector Prevention Program (Tire Funds),0015,SCHEDULE SALARY ADJUSTMENTS,5992.00,5992.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2960,Mosquito Vector Prevention Program (Tire Funds),0044,FRINGE BENEFITS,84899.00,84899.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2960,Mosquito Vector Prevention Program (Tire Funds),0140,PROFESSIONAL AND TECHNICAL SERVICES,205941.00,205941.00,0.00
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2998,Body Art and Tanning Inspection,0140,PROFESSIONAL AND TECHNICAL SERVICES,220000.00,220000.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0005,SALARIES AND WAGES - ON PAYROLL,8626614.00,8626614.00,5567660.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0006,SALARY PROVISION,4321781.00,4321781.00,361216.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0015,SCHEDULE SALARY ADJUSTMENTS,110199.00,110199.00,45084.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0044,FRINGE BENEFITS,6109564.00,6109564.00,3473844.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0091,UNIFORM ALLOWANCE,6800.00,6800.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0135,DELEGATE AGENCIES,33777904.00,33777904.00,25450627.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0140,PROFESSIONAL AND TECHNICAL SERVICES,42952674.00,42952674.00,2645569.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0149,SOFTWARE MAINTENANCE AND LICENSING,363512.00,363512.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0150,OUTSIDE GRAPHIC SERVICES,35000.00,35000.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0155,RENTAL OF PROPERTY,992660.00,992660.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0157,RENTAL EQUIPMENT AND SERVICES,239259.00,239259.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0159,LEASE/PURCHASE EQUIPMENT,125399.00,125399.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0162,REPAIR/MAINT EQUIPMENT,535378.00,535378.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0169,TECHNICAL MEETING COSTS,16165.00,16165.00,5500.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0181,MOBILE COMMUNICATION SERVICES,57777.00,57777.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0189,TELEPHONE - NON-CENTREX BILLINGS,5550.00,5550.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0190,TELEPHONE - CENTREX BILLINGS,32153.00,32153.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0196,DATA CIRCUITS,15000.00,15000.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,22000.00,22000.00,2500.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0270,LOCAL TRANSPORTATION,8228.00,8228.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0340,MATERIAL AND SUPPLIES,64518.00,64518.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,995000.00,995000.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0350,STATIONERY AND OFFICE SUPPLIES,46938.00,46938.00,4000.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0420,FURNITURE AND FIXTURES,74325.00,74325.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0446,PURCHASE - IT HARDWARE,241602.00,241602.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,909A,RESERVE BALANCE,0.00,0.00,40378000.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0005,SALARIES AND WAGES - ON PAYROLL,0.00,0.00,135373.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0006,SALARY PROVISION,196032.00,196032.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0015,SCHEDULE SALARY ADJUSTMENTS,0.00,0.00,4260.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0044,FRINGE BENEFITS,0.00,0.00,80680.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0140,PROFESSIONAL AND TECHNICAL SERVICES,174968.00,174968.00,4687.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,909A,RESERVE BALANCE,0.00,0.00,218000.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0005,SALARIES AND WAGES - ON PAYROLL,57508.00,57508.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0006,SALARY PROVISION,10148.00,10148.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0015,SCHEDULE SALARY ADJUSTMENTS,1512.00,1512.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0044,FRINGE BENEFITS,42495.00,42495.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0140,PROFESSIONAL AND TECHNICAL SERVICES,-111663.00,-111663.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,0135,DELEGATE AGENCIES,0.00,0.00,100000.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,174000.00,174000.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,909A,RESERVE BALANCE,128000.00,128000.00,100000.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0005,SALARIES AND WAGES - ON PAYROLL,57508.00,57508.00,70946.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0006,SALARY PROVISION,10148.00,10148.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0015,SCHEDULE SALARY ADJUSTMENTS,1512.00,1512.00,984.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0044,FRINGE BENEFITS,42495.00,42495.00,42282.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,238337.00,238337.00,0.00
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,909A,RESERVE BALANCE,0.00,0.00,201788.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0006,SALARY PROVISION,0.00,0.00,40000.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,909A,RESERVE BALANCE,40000.00,40000.00,40000.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2819,MOPD - Private Grants,0140,PROFESSIONAL AND TECHNICAL SERVICES,189000.00,189000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2819,MOPD - Private Grants,909A,RESERVE BALANCE,0.00,0.00,183000.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2820,Empowered Cities Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,81000.00,81000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2820,Empowered Cities Initiative,909A,RESERVE BALANCE,0.00,0.00,79000.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2832,RTA - ADA Certification Appeals Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,10000.00,10000.00,0.00
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2832,RTA - ADA Certification Appeals Program,909A,RESERVE BALANCE,0.00,0.00,10000.00
GRANTS,925S,State Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0005,SALARIES AND WAGES - ON PAYROLL,105469.00,105469.00,0.00
GRANTS,925S,State Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0006,SALARY PROVISION,-191000.00,-191000.00,0.00
GRANTS,925S,State Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0015,SCHEDULE SALARY ADJUSTMENTS,398.00,398.00,0.00
GRANTS,925S,State Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0044,FRINGE BENEFITS,85133.00,85133.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0006,SALARY PROVISION,48878.00,48878.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0135,DELEGATE AGENCIES,4925000.00,4925000.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0140,PROFESSIONAL AND TECHNICAL SERVICES,25562.00,25562.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0270,LOCAL TRANSPORTATION,60.00,60.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0340,MATERIAL AND SUPPLIES,500.00,500.00,0.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,909A,RESERVE BALANCE,0.00,0.00,4879000.00
