fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation_ordinance
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,801,INDIRECT COSTS,45000
Grants,0P69,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,969840
Grants,0P69,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,1742762
Grants,0P69,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,412398
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,5,SALARIES AND WAGES - ON PAYROLL,950762
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,44,FRINGE BENEFITS,365671
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,130,POSTAGE,250
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,140,PROF & TECHNICAL SERVICES,1071317
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,149,SOFTWARE MAINT/LICENSING,10000
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,157,RENTAL EQUIPMENT AND SERVICES,5000
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,166,DUES  SUBSC & MEM,1500
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,169,TECHNICAL MEETING COSTS,5000
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,181,MOBILE COMM SERVICES,7500
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,190,TELEPHONE-CENTREX,5000
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,197,TELEPHONE-MAINTENANCE,500
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,270,LOCAL TRANSPORTATION,500
Grants,0P71,INNOVATIVE DELIVERY GRANT,1,OFFICE OF THE MAYOR,2800,INNOVATION DELIVERY GRANT,350,STATIONERY AND OFFICE SUPPL,5000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2846,WORLD CLASS JAZZ,140,PROF & TECHNICAL SERVICES,120000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2847,DOWNTOWN SOUND CONCERT SERIES,140,PROF & TECHNICAL SERVICES,20000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2848,SUMMERDANCE / WORLD MUSIC,140,PROF & TECHNICAL SERVICES,20000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2849,MILLENIUM PARK WORKOUTS,140,PROF & TECHNICAL SERVICES,100000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2851,CULTURAL FUND,140,PROF & TECHNICAL SERVICES,100000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2852,WORLD MUSIC FESTIVAL,140,PROF & TECHNICAL SERVICES,50000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2855,CULTURAL CENTER EXHIBITION,140,PROF & TECHNICAL SERVICES,50000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2857,CREATIVE PLACEMAKING PROJECT,140,PROF & TECHNICAL SERVICES,100000
Grants,0P72,DCASE - PRIVATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2858,ARTISTS RESIDENCY PROJECT,140,PROF & TECHNICAL SERVICES,30000
Grants,0P73,DCASE - STATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2859,CHICAGO CULTURAL PLAN,140,PROF & TECHNICAL SERVICES,200000
Grants,0P73,DCASE - STATE GRANTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2860,CULTURAL CENTER: RANDOLPH ST.,140,PROF & TECHNICAL SERVICES,100000
Grants,0P83,FLEET AND FACILITY MANGEMENT,38,FLEET AND FACILITY MGMT,2814,LED LIGHTING,140,PROF & TECHNICAL SERVICES,649000
Grants,0S04,ARRA - FEDERAL - BROADBAND,6,DOIT,2817,ARRA - BTOP SUSTAIN. BROADBD.,140,PROF & TECHNICAL SERVICES,85000
Grants,0S15,ARRA - CPD - TRANSIT SECURITY GRANT,57,DEPARTMENT OF POLICE,2947,ARRA TRANSIT SECURITY GRANT PM,5,SALARIES AND WAGES - ON PAYROLL,970370
Grants,0S15,ARRA - CPD - TRANSIT SECURITY GRANT,57,DEPARTMENT OF POLICE,2947,ARRA TRANSIT SECURITY GRANT PM,15,SCHEDULE SALARY ADJ,1864
Grants,0S15,ARRA - CPD - TRANSIT SECURITY GRANT,57,DEPARTMENT OF POLICE,2947,ARRA TRANSIT SECURITY GRANT PM,44,FRINGE BENEFITS,373226
Grants,0S15,ARRA - CPD - TRANSIT SECURITY GRANT,57,DEPARTMENT OF POLICE,2947,ARRA TRANSIT SECURITY GRANT PM,445,TECH AND SCIENTIFIC EQUIP,54540
Grants,0S16,ARRA - CPD - JAG,57,DEPARTMENT OF POLICE,2938,ARRA - BYRNE/JUSTICE ASSIST,20,OVERTIME,50000
Grants,0S16,ARRA - CPD - JAG,57,DEPARTMENT OF POLICE,2938,ARRA - BYRNE/JUSTICE ASSIST,135,DELEGATE AGENCIES,1319000
Grants,0S16,ARRA - CPD - JAG,57,DEPARTMENT OF POLICE,2938,ARRA - BYRNE/JUSTICE ASSIST,445,TECH AND SCIENTIFIC EQUIP,627000
Grants,0S16,ARRA - CPD - JAG,57,DEPARTMENT OF POLICE,2938,ARRA - BYRNE/JUSTICE ASSIST,450,VEHICLES,1170000
Grants,0S21,ARRA - COPS HIRING RECOVERY PROJECT,57,DEPARTMENT OF POLICE,2956,COPS HIRING RECOVERY PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,153817
Grants,0S21,ARRA - COPS HIRING RECOVERY PROJECT,57,DEPARTMENT OF POLICE,2956,COPS HIRING RECOVERY PROGRAM,6,SALARY PROVISION,2785198
Grants,0S21,ARRA - COPS HIRING RECOVERY PROJECT,57,DEPARTMENT OF POLICE,2956,COPS HIRING RECOVERY PROGRAM,15,SCHEDULE SALARY ADJ,1823
Grants,0S21,ARRA - COPS HIRING RECOVERY PROJECT,57,DEPARTMENT OF POLICE,2956,COPS HIRING RECOVERY PROGRAM,44,FRINGE BENEFITS,59162
Grants,0S26,ARRA - CPD - BREAK CODE OF SILENCE,57,DEPARTMENT OF POLICE,2965,ARRA - BREAK CODE OF SILENCE,5,SALARIES AND WAGES - ON PAYROLL,69336
Grants,0S26,ARRA - CPD - BREAK CODE OF SILENCE,57,DEPARTMENT OF POLICE,2965,ARRA - BREAK CODE OF SILENCE,15,SCHEDULE SALARY ADJ,2502
Grants,0S26,ARRA - CPD - BREAK CODE OF SILENCE,57,DEPARTMENT OF POLICE,2965,ARRA - BREAK CODE OF SILENCE,44,FRINGE BENEFITS,26668
Grants,0S26,ARRA - CPD - BREAK CODE OF SILENCE,57,DEPARTMENT OF POLICE,2965,ARRA - BREAK CODE OF SILENCE,140,PROF & TECHNICAL SERVICES,121494
Grants,0S26,ARRA - CPD - BREAK CODE OF SILENCE,57,DEPARTMENT OF POLICE,2965,ARRA - BREAK CODE OF SILENCE,245,REIMBURSEMENT TRAVELERS,5000
Grants,0S51,ARRA - URBAN AND COMMUNITY FORESTRY,84,CHICAGO DEPT OF TRANSPORTATION,2952,URBAN/COMM. FORESTRY PROGRAM,140,PROF & TECHNICAL SERVICES,323091
Grants,0S51,ARRA - URBAN AND COMMUNITY FORESTRY,84,CHICAGO DEPT OF TRANSPORTATION,2952,URBAN/COMM. FORESTRY PROGRAM,801,INDIRECT COSTS,97909
Grants,0S55,ARRA - CHICAGO ALT. FUELS,84,CHICAGO DEPT OF TRANSPORTATION,2954,ALTERNATIVE FUELS DEPLOYMENT,140,PROF & TECHNICAL SERVICES,5000000
Grants,0S60,ARRA - PCC SMART CHICAGO PUBLIC COMPUTER,6,DOIT,2818,ARRA - BTOP PUBLIC COMPUTER CR,5,SALARIES AND WAGES - ON PAYROLL,77980
Grants,0S60,ARRA - PCC SMART CHICAGO PUBLIC COMPUTER,6,DOIT,2818,ARRA - BTOP PUBLIC COMPUTER CR,44,FRINGE BENEFITS,29993
Grants,0S60,ARRA - PCC SMART CHICAGO PUBLIC COMPUTER,6,DOIT,2818,ARRA - BTOP PUBLIC COMPUTER CR,140,PROF & TECHNICAL SERVICES,237027
Grants,0S73,NEIGHBORHOOD STABILIZATION GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2801,NEIGHBORHOOD STABILIZATION,135,DELEGATE AGENCIES,7104171
Grants,0S73,NEIGHBORHOOD STABILIZATION GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2801,NEIGHBORHOOD STABILIZATION,140,PROF & TECHNICAL SERVICES,473066
Grants,0S73,NEIGHBORHOOD STABILIZATION GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2801,NEIGHBORHOOD STABILIZATION,528,DEMOLITION,425000
Grants,0S73,NEIGHBORHOOD STABILIZATION GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2801,NEIGHBORHOOD STABILIZATION,9438,REIMBURSEMENT - 2FM,7763
Grants,0S73,NEIGHBORHOOD STABILIZATION GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2849,NSP PROGRAM INCOME,140,PROF & TECHNICAL SERVICES,2000000
Grants,0S85,NEIGHBORHOOD STABILIZATION PROGRAM,54,HOUSING AND ECONOMIC DEVELOPMT,2800,NEIGHBORHOOD STABILIZATION PRO,135,DELEGATE AGENCIES,6500000
Grants,0S85,NEIGHBORHOOD STABILIZATION PROGRAM,54,HOUSING AND ECONOMIC DEVELOPMT,2850,NSP PROGRAM INCOME,140,PROF & TECHNICAL SERVICES,1500000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,5,SALARIES AND WAGES - ON PAYROLL,471988
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,15,SCHEDULE SALARY ADJ,1512
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,39,STUDENT AS TRAINEES,10000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,44,FRINGE BENEFITS,181539
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,130,POSTAGE,3700
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,138,PROF SERV-IT MAINT,4072
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,140,PROF & TECHNICAL SERVICES,303365
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,152,ADVERTISING,5000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,157,RENTAL EQUIPMENT AND SERVICES,17000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,159,LEASE PURCHASE AGREEMNT,8600
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,169,TECHNICAL MEETING COSTS,5000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,245,REIMBURSEMENT TRAVELERS,3000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,270,LOCAL TRANSPORTATION,3000
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,348,BOOKS AND RELATED MTL,1630
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,350,STATIONERY AND OFFICE SUPPL,3500
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,9157,REPAYMENT SECTION 108,2277631
CDBG,0K39,CDBG,5,OFFICE OF BUDGET & MANAGEMENT,2505,ADMINISTRATION AND MONITORING,9438,REIMBURSEMENT - 2FM,20000
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,721473
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJ,5757
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,38,WORK STUDY/CO-OP ED,20000
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,39,STUDENT AS TRAINEES,20000
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,44,FRINGE BENEFITS,287513
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,140,PROF & TECHNICAL SERVICES,81113
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,142,ACCOUNTING AND AUDITING,345000
CDBG,0K39,CDBG,27,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,348,BOOKS AND RELATED MTL,1400
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2505,LEGAL SERVICES,5,SALARIES AND WAGES - ON PAYROLL,66160
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2505,LEGAL SERVICES,15,SCHEDULE SALARY ADJ,132
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2505,LEGAL SERVICES,44,FRINGE BENEFITS,25446
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,5,SALARIES AND WAGES - ON PAYROLL,1217876
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,15,SCHEDULE SALARY ADJ,1783
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,20,OVERTIME,704
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,44,FRINGE BENEFITS,476504
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,130,POSTAGE,4858
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,140,PROF & TECHNICAL SERVICES,17371
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,178,FREIGHT/EXPENSE CHARGES,174
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,245,REIMBURSEMENT TRAVELERS,868
CDBG,0K39,CDBG,31,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,270,LOCAL TRANSPORTATION,3015
CDBG,0K39,CDBG,38,FLEET AND FACILITY MGMT,2505,ENVIRONMENTAL REVIEW,5,SALARIES AND WAGES - ON PAYROLL,99150
CDBG,0K39,CDBG,38,FLEET AND FACILITY MGMT,2505,ENVIRONMENTAL REVIEW,44,FRINGE BENEFITS,38135
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2505,PLANNING AND ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,110766
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2505,PLANNING AND ADMINISTRATION,15,SCHEDULE SALARY ADJ,738
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2505,PLANNING AND ADMINISTRATION,44,FRINGE BENEFITS,43748
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2505,PLANNING AND ADMINISTRATION,9651,REIMREIMB CORP,1118227
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,1983050
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,15,SCHEDULE SALARY ADJ,16637
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,44,FRINGE BENEFITS,768777
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,91,UNIFORM ALLOWANCE,1800
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,181,MOBILE COMM SERVICES,20070
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,229,TRAN/EXP ALLOWANCE,43956
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2565,VIOLENCE PREVENTION,135,DELEGATE AGENCIES,276373
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2566,PRIMARY HEALTHCARE-HOMELESS,135,DELEGATE AGENCIES,96858
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,5,SALARIES AND WAGES - ON PAYROLL,139411
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,44,FRINGE BENEFITS,53621
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,91,UNIFORM ALLOWANCE,1200
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,125,OFF AND BUILDING SERV,450
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,130,POSTAGE,500
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,185,WASTE DISPOSAL SERV,500
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,343,X-RAY SUPPLIES,25000
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2597,HIGH RISK PRIMARY HEALTHCARE,135,DELEGATE AGENCIES,720296
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,5,SALARIES AND WAGES - ON PAYROLL,2579374
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,15,SCHEDULE SALARY ADJ,10609
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,44,FRINGE BENEFITS,1001843
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,140,PROF & TECHNICAL SERVICES,100000
CDBG,0K39,CDBG,41,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,342,DRUGS MED AND CHEM MATL S,22480
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,5,SALARIES AND WAGES - ON PAYROLL,236878
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,15,SCHEDULE SALARY ADJ,2240
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,20,OVERTIME,500
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,44,FRINGE BENEFITS,91109
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,130,POSTAGE,1800
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,138,PROF SERV-IT MAINT,8958
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,157,RENTAL EQUIPMENT AND SERVICES,7000
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,169,TECHNICAL MEETING COSTS,3280
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,229,TRAN/EXP ALLOWANCE,674
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,270,LOCAL TRANSPORTATION,1200
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,350,STATIONERY AND OFFICE SUPPL,2495
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,9438,REIMBURSEMENT - 2FM,9955
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,5,SALARIES AND WAGES - ON PAYROLL,415858
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,15,SCHEDULE SALARY ADJ,474
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,44,FRINGE BENEFITS,159949
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,130,POSTAGE,1800
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,140,PROF & TECHNICAL SERVICES,45000
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,143,COURT REPORTING,12500
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,157,RENTAL EQUIPMENT AND SERVICES,1030
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,190,TELEPHONE-CENTREX,5500
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,270,LOCAL TRANSPORTATION,250
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,350,STATIONERY AND OFFICE SUPPL,612
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,9438,REIMBURSEMENT - 2FM,500
CDBG,0K39,CDBG,45,COMMISSION ON HUMAN RELATIONS,2510,FAIR HOUSING,9651,REIMREIMB CORP,220000
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2503,ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,63831
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2503,ADMINISTRATION,44,FRINGE BENEFITS,24551
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2503,ADMINISTRATION,138,PROF SERV-IT MAINT,14116
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2503,ADMINISTRATION,9651,REIMREIMB CORP,302410
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,785928
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,15,SCHEDULE SALARY ADJ,3939
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,39,STUDENT AS TRAINEES,2300
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,44,FRINGE BENEFITS,304283
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,130,POSTAGE,3593
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,140,PROF & TECHNICAL SERVICES,9743
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,270,LOCAL TRANSPORTATION,480
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2505,DISABILITY RESOURCES,350,STATIONERY AND OFFICE SUPPL,5039
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2510,INDEPENDENT LIVING FOR DISABLE,135,DELEGATE AGENCIES,599932
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2525,HOME MOD PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,156652
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2525,HOME MOD PROGRAM,44,FRINGE BENEFITS,60253
CDBG,0K39,CDBG,48,MAYORS OFFICE-DISABILITIES,2525,HOME MOD PROGRAM,135,DELEGATE AGENCIES,350000
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,90768
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,44,FRINGE BENEFITS,34911
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,125,OFF AND BUILDING SERV,5186
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,130,POSTAGE,900
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,138,PROF SERV-IT MAINT,103011
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,140,PROF & TECHNICAL SERVICES,74845
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,152,ADVERTISING,1883
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,157,RENTAL EQUIPMENT AND SERVICES,1906
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,159,LEASE PURCHASE AGREEMNT,55314
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,162,REPAIR/MAINT EQUIPMENT,2510
CDBG,0K39,CDBG,50,FAMILY AND SUPPORT SERVICES,2501,PLANNING AND ADMINISTRATION,169,TECHNICAL MEETING COSTS,5433
