fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9776,Transfer for Services provided by the Department of Streets and Sanitation,61500.00,61500.00,60500.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9777,Transfer for Services provided by the Chicago Department of Transportation,5000.00,5000.00,5000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9805,For Festival Production,0.00,0.00,100000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9813,For Local Promotions and Marketing,0.00,0.00,25000.00
LOCAL,0383,Motor Fuel Tax Debt Service,99,Finance General,2005,Finance General,902,For Interest on Bonds,11223000.00,11223000.00,7644000.00
LOCAL,0383,Motor Fuel Tax Debt Service,99,Finance General,2005,Finance General,912,For Payment of Bonds,4295000.00,4295000.00,4515000.00
LOCAL,0383,Motor Fuel Tax Debt Service,99,Finance General,2005,Finance General,943,For Interest on Loans,0.00,0.00,3367000.00
LOCAL,0383,Motor Fuel Tax Debt Service,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,165000.00,165000.00,18000.00
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,24968000.00,24968000.00,24216000.00
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,13955000.00,13955000.00,14635000.00
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,0.00,0.00,72000.00
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,450651000.00,450651000.00,415957000.00
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,214790000.00,214790000.00,199440000.00
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,15919000.00,15919000.00,16599000.00
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,2614000.00,2614000.00,2563000.00
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,1555000.00,1555000.00,1605000.00
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,168000.00,168000.00,170000.00
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,3217000.00,3217000.00,3437000.00
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,961,For Payment of Term Notes,77203000.00,77203000.00,83627000.00
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,6219000.00,6219000.00,5339000.00
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,16110000.00,16110000.00,16990000.00
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,23895000.00,23895000.00,24530000.00
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,11272000.00,11272000.00,10674000.00
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,1465000.00,1465000.00,1428000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,1203046.00,1203046.00,1578558.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,42,,3226682.00,3226682.00,3580510.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,43,,56250.00,56250.00,47917.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,34025.00,34025.00,42159.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,49,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,175000.00,175000.00,175000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,93185.00,93185.00,93185.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,114786.00,114786.00,113726.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,165387.00,165387.00,172900.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,429202.00,429202.00,513291.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,0.00,0.00,18456.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1620300.00,1620300.00,1548748.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,600500.00,600500.00,600500.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,145,Legal Expenses,913000.00,913000.00,913000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,432.00,432.00,458.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,161,Operation  Repair or Maintenance of Facilities,20000.00,20000.00,20000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,172,For the Cost of Insurance Premiums and Expenses,3200000.00,3200000.00,3200000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,1418000.00,1418000.00,71515000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,0.00,0.00,35090000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,913,For Payment of First Lien Bonds,3115000.00,3115000.00,0.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,917,For Interest on Junior Lien Bonds,87599000.00,87599000.00,0.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,919,For Payment of Junior Lien Bonds,25827500.00,25827500.00,0.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,931,For the Payment of Tort and Non-Tort Judgments  Outside Counsel Expenses and Expert Costs  as approved by the Corporation Counsel,4500.00,4500.00,4500.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty who are not covered under Workers' Compensation Act,0.00,0.00,222500.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,0.00,0.00,2800817.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,7025.00,7025.00,7025.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9046,For Operations and Maintenance Reserve,2600000.00,2600000.00,1200000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,278870.00,278870.00,278870.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,7931000.00,7931000.00,7711000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9711,Transfer to O'Hare Fund for Administrative Salaries,3000000.00,3000000.00,3000000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,3644000.00,3644000.00,5028000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,535000.00,535000.00,698000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9982,Policemen's Fund Pension Allocation,2330000.00,2330000.00,2538000.00
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9983,Firemen's Fund Pension Allocation,3053000.00,3053000.00,3226000.00
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,266988000.00,266988000.00,344000000.00
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,980,Municipal Employees' Annuity and Benefit Obligation Fund,56000000.00,56000000.00,58200000.00
LOCAL,0682,Laborers' and Retirement Board Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,36000000.00,36000000.00,48000000.00
LOCAL,0683,Policemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,500000000.00,500000000.00,557000000.00
LOCAL,0684,Firemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,227000000.00,227000000.00,238499000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,0.00,0.00,1095758.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,7184331.00,7184331.00,7580464.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,42,,16531137.00,16531137.00,16374747.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,174317.00,174317.00,202453.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,49,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,330000.00,330000.00,330000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,478731.00,478731.00,478731.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,588077.00,588077.00,546130.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,847317.00,847317.00,830289.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,70,Tuition Reimbursement and Educational Programs,45000.00,45000.00,45000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,135,For Delegate Agencies,970000.00,970000.00,970000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,2372224.00,2372224.00,2836967.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,0.00,0.00,101765.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,6232152.00,6232152.00,19993543.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,1549800.00,1549800.00,1549800.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,145,Legal Expenses,4237500.00,4237500.00,3504000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,2390.00,2390.00,2534.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,161,Operation  Repair or Maintenance of Facilities,30000.00,30000.00,30000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,172,For the Cost of Insurance Premiums and Expenses,11000000.00,11000000.00,13750000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,326469000.00,326469000.00,310617335.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,0.00,0.00,264405000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,913,For Payment of First Lien Bonds,256235000.00,256235000.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,931,For the Payment of Tort and Non-Tort Judgments  Outside Counsel Expenses and Expert Costs  as approved by the Corporation Counsel,8000.00,8000.00,8000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty who are not covered under Workers' Compensation Act,0.00,0.00,407500.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,0.00,0.00,6077280.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,36820.00,36820.00,36820.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9046,For Operations and Maintenance Reserve,11200000.00,11200000.00,3000000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9047,For Special Capital Projects Requiring Airline Approval  Excluding Airline Improvement Program,2000000.00,2000000.00,2000000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,1558575.00,1558575.00,1558575.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9626,To Reimburse Corporate Fund for Indirect Administrative and General Salaries Chargeable to O'Hare Fund,17141000.00,17141000.00,18520000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9629,To Reimburse Corporate Fund for Indirect Administrative and General Non-Salary Chargeable to O'Hare Fund,10650000.00,10650000.00,10838646.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,18175000.00,18175000.00,23678000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,2275000.00,2275000.00,3016000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9982,Policemen's Fund Pension Allocation,6985000.00,6985000.00,7840000.00
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9983,Firemen's Fund Pension Allocation,11325000.00,11325000.00,12157000.00
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,171000.00,171000.00,221597.00
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,706000.00,706000.00,803000.00
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9668,To Reimburse Corporate Fund for Healthcare and Insurance Costs,275000.00,275000.00,265607.00
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9205,For Distribution of the Net Proceeds of the Real Property Transfer Tax - CTA Portion,65776000.00,65776000.00,67376000.00
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9640,To Reimburse Corporate Fund for Costs Incurred for Collection of the Real Property Transfer Tax - CTA Portion,664000.00,664000.00,664000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,0.00,0.00,94692.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,89132.00,89132.00,111885.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,0.00,0.00,3623.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,435000.00,435000.00,435000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,84.00,84.00,89.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,169,Technical Meeting Costs,10200.00,10200.00,10200.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,936331.00,936331.00,1171052.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,501000.00,501000.00,534000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9668,To Reimburse Corporate Fund for Healthcare and Insurance Costs,1461887.00,1461887.00,1405212.00
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,0.00,0.00,44946.00
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,0.00,0.00,252557.00
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,812160.00,812160.00,812160.00
GRANTS,0J38,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,5,Salaries and Wages - on Payroll,49980.00,49980.00,0.00
GRANTS,0J38,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,44,Fringe Benefits,21716.00,21716.00,0.00
GRANTS,0J38,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,140,For Professional and Technical Services and Other Third Party Benefit Agreements,23304.00,23304.00,0.00
GRANTS,0J38,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,245,Reimbursement to Travelers,5000.00,5000.00,0.00
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,5,Salaries and Wages - on Payroll,79904.00,79904.00,117600.00
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,44,Fringe Benefits,51096.00,51096.00,50076.00
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,324.00
GRANTS,0U25,Local Health Protection,41,Department of Public Health,2730,Local Health Protection,169,Technical Meeting Costs,0.00,0.00,8500.00
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,5,Salaries and Wages - on Payroll,0.00,0.00,51000.00
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,44,Fringe Benefits,0.00,0.00,21282.00
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,27718.00
GRANTS,0Z07,Cities of Services,1,Office of the Mayor,2823,Cities of Services,140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000.00,25000.00,25000.00
GRANTS,0Z09,Community Policing,1,Office of the Mayor,2824,Community Policing,140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000.00,25000.00,0.00
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,5,Salaries and Wages - on Payroll,0.00,0.00,98269.00
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,44,Fringe Benefits,0.00,0.00,41731.00
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,125000.00,125000.00,0.00
GRANTS,0Z11,Police Reform,1,Office of the Mayor,2825,Police Reform,140,For Professional and Technical Services and Other Third Party Benefit Agreements,158000.00,158000.00,0.00
GRANTS,0Z26,HBS Fellows Program,1,Office of the Mayor,2827,HBS Fellows Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,45000.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,5,Salaries and Wages - on Payroll,950190.00,950190.00,1040968.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,15,Schedule Salary Adjustments,6913.00,6913.00,4479.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,39,For the Employment of Students as Trainees,17943.00,17943.00,26876.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,44,Fringe Benefits,477426.00,477426.00,460550.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,140,For Professional and Technical Services and Other Third Party Benefit Agreements,499528.00,499528.00,417477.00
GRANTS,0075,OBM Grant Management,5,Office of Budget and Management,2855,Central Grants Management,190,Telephone - Non-Centrex Billings,0.00,0.00,1650.00
GRANTS,0J63,Community Development Block Grant - Disaster Recovery,5,Office of Budget and Management,2880,Community Development Block Grant - Disaster Recovery,140,For Professional and Technical Services and Other Third Party Benefit Agreements,754000.00,754000.00,580000.00
GRANTS,0Z27,Labor Management Cooperation,5,Office of Budget and Management,2820,Labor Management Cooperation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,95000.00
GRANTS,0T39,Child Care Services,6,Department of Innovation and Technology,2824,Child Care Services,5,Salaries and Wages - on Payroll,360174.00,360174.00,0.00
GRANTS,0T39,Child Care Services,6,Department of Innovation and Technology,2824,Child Care Services,44,Fringe Benefits,156492.00,156492.00,0.00
GRANTS,0T47,Head Start,6,Department of Innovation and Technology,2823,Head Start,5,Salaries and Wages - on Payroll,360659.00,360659.00,0.00
GRANTS,0T47,Head Start,6,Department of Innovation and Technology,2823,Head Start,44,Fringe Benefits,160109.00,160109.00,0.00
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,5,Salaries and Wages - on Payroll,306255.00,306255.00,320013.00
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,44,Fringe Benefits,133064.00,133064.00,136267.00
GRANTS,0X61,Bioterrorism Preparedness Response Planning,6,Department of Innovation and Technology,2829,Bioterrorism Response Planning,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,2720.00
GRANTS,0J67,Farmers Markets,23,Department of Cultural Affairs and Special Events,2829,Farmers Markets,140,For Professional and Technical Services and Other Third Party Benefit Agreements,95000.00,95000.00,0.00
GRANTS,0J75,Community Arts Access,23,Department of Cultural Affairs and Special Events,2839,IAC - Community Arts Access Program,135,For Delegate Agencies,139000.00,139000.00,145000.00
GRANTS,0J81,Art Works,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000.00,50000.00,0.00
GRANTS,0J92,Partners in Excellence,23,Department of Cultural Affairs and Special Events,2838,IAC - Partners in Excellence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,47000.00,47000.00,47000.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2848,Summerdance and World Music Festival,140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000.00,25000.00,25000.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2849,Millennium Park Family Fun,140,For Professional and Technical Services and Other Third Party Benefit Agreements,125000.00,125000.00,125000.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2851,Cultural Fund,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,50000.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2855,Chicago Cultural Center Exhibition,140,For Professional and Technical Services and Other Third Party Benefit Agreements,49000.00,49000.00,250000.00
GRANTS,0U15,Childhood Lead Poisoning Prevention,41,Department of Public Health,2804,Childhood Lead Poisoning Prevention,15,Schedule Salary Adjustments,0.00,0.00,2288.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2858,Development / Artists Residency Project,140,For Professional and Technical Services and Other Third Party Benefit Agreements,30000.00,30000.00,0.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2862,Chicago Cultural Center Renovation / Restoration,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000.00,50000.00,0.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2863,Public Art Endowment,140,For Professional and Technical Services and Other Third Party Benefit Agreements,610000.00,610000.00,300000.00
GRANTS,0P72,DCASE - Private Grants,23,Department of Cultural Affairs and Special Events,2864,Chicago Cultural Center Foundation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,136000.00,136000.00,136000.00
GRANTS,0P73,DCASE - State Grants,23,Department of Cultural Affairs and Special Events,2859,Chicago Cultural Plan,140,For Professional and Technical Services and Other Third Party Benefit Agreements,200000.00,200000.00,314000.00
GRANTS,0P73,DCASE - State Grants,23,Department of Cultural Affairs and Special Events,2870,Fifth Star Awards,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,25000.00
GRANTS,0Z12,Art Works,23,Department of Cultural Affairs and Special Events,2865,Art Works,140,For Professional and Technical Services and Other Third Party Benefit Agreements,35000.00,35000.00,35000.00
GRANTS,0Z15,Millennium Park Family Fun,23,Department of Cultural Affairs and Special Events,2849,Millennium Park Family Fun,140,For Professional and Technical Services and Other Third Party Benefit Agreements,150000.00,150000.00,150000.00
GRANTS,0Z16,Farmer's Market Grant,23,Department of Cultural Affairs and Special Events,2829,Farmers Markets,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0.00,0.00,240000.00
GRANTS,0T47,Head Start,27,Department of Finance,2803,DFSS Accounting,5,Salaries and Wages - on Payroll,209945.00,209945.00,0.00
GRANTS,0T47,Head Start,27,Department of Finance,2803,DFSS Accounting,44,Fringe Benefits,93598.00,93598.00,0.00
GRANTS,0T79,Head Start,27,Department of Finance,2803,DFSS Accounting,5,Salaries and Wages - on Payroll,0.00,0.00,219816.00
GRANTS,0T79,Head Start,27,Department of Finance,2803,DFSS Accounting,44,Fringe Benefits,0.00,0.00,91730.00
GRANTS,0Z24,Accelerator's Procurement,35,Department of Procurement Services,2801,Accelerator's Procurement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000.00,50000.00,50000.00
GRANTS,0079,Department of General Services Programs,38,Department of Fleet and Facility Management,2833,North Park Villiage Senior Wellness Center,540,Construction of Buildings and Other Structures,1000000.00,1000000.00,1000000.00
GRANTS,0J99,Public Sector Electrical Efficiency Program - Electricity,38,Department of Fleet and Facility Management,2842,Public Sector Energy Efficiency Aggregation Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,430000.00,430000.00,452000.00
