year,functional_category,department_number,appropriation_account,fund_type,fund_code,amount
2015,Infrastructure Services,84,0020,LOCAL,0310,195000.0
2015,Infrastructure Services,84,0039,LOCAL,0100,4000.0
2015,Infrastructure Services,84,0039,LOCAL,0100,5000.0
2015,Infrastructure Services,84,0039,LOCAL,0100,16500.0
2015,Infrastructure Services,84,0039,LOCAL,0100,18750.0
2015,Infrastructure Services,84,0039,LOCAL,0300,10000.0
2015,Infrastructure Services,84,0039,LOCAL,0300,14000.0
2015,Infrastructure Services,84,0040,LOCAL,0300,51407.0
2015,Infrastructure Services,84,0044,GRANTS,0M95,77188.0
2015,Infrastructure Services,84,0126,LOCAL,0300,350.0
2015,Infrastructure Services,84,0130,LOCAL,0100,397.0
2015,Infrastructure Services,84,0130,LOCAL,0100,500.0
2015,Infrastructure Services,84,0130,LOCAL,0100,1037.0
2015,Infrastructure Services,84,0130,LOCAL,0100,1500.0
2015,Infrastructure Services,84,0130,LOCAL,0100,1700.0
2015,Infrastructure Services,84,0130,LOCAL,0100,4000.0
2015,Infrastructure Services,84,0130,LOCAL,0300,4000.0
2015,Infrastructure Services,84,0130,LOCAL,0300,50250.0
2015,Infrastructure Services,84,0138,LOCAL,0100,5000.0
2015,Infrastructure Services,84,0139,LOCAL,0100,2000.0
2015,Infrastructure Services,84,0140,GRANTS,0L08,500000.0
2015,Infrastructure Services,84,0140,GRANTS,0L10,3552000.0
2015,Infrastructure Services,84,0140,GRANTS,0L13,200000.0
2015,Infrastructure Services,84,0140,GRANTS,0L14,385000.0
2015,Infrastructure Services,84,0140,GRANTS,0L18,12960000.0
2015,Infrastructure Services,84,0140,GRANTS,0L19,992000.0
2015,Infrastructure Services,84,0140,GRANTS,0L22,500000.0
2015,Infrastructure Services,84,0140,GRANTS,0L23,2000000.0
2015,Infrastructure Services,84,0140,GRANTS,0M91,16934000.0
2015,Infrastructure Services,84,0140,GRANTS,0M92,7888000.0
2015,Infrastructure Services,84,0140,GRANTS,0M95,725726.0
2015,Infrastructure Services,84,0140,GRANTS,0P12,1824000.0
2015,Infrastructure Services,84,0140,GRANTS,0P29,184500.0
2015,Infrastructure Services,84,0140,GRANTS,0S55,436000.0
2015,Infrastructure Services,84,0140,LOCAL,0100,25000.0
2015,Infrastructure Services,84,0140,LOCAL,0100,100000.0
2015,Infrastructure Services,84,0140,LOCAL,0100,125000.0
2015,Infrastructure Services,84,0140,LOCAL,0100,415150.0
2015,Infrastructure Services,84,0140,LOCAL,0100,706912.0
2015,Infrastructure Services,84,0140,LOCAL,0300,14700.0
2015,Infrastructure Services,84,0140,LOCAL,0300,151486.0
2015,Infrastructure Services,84,0140,LOCAL,0300,957900.0
2015,Infrastructure Services,84,0140,LOCAL,0300,4310000.0
2015,Infrastructure Services,84,0140,LOCAL,0310,1075000.0
2015,Infrastructure Services,84,0144,LOCAL,0300,373861.0
2015,Infrastructure Services,84,0148,LOCAL,0300,3561.0
2015,Infrastructure Services,84,0149,LOCAL,0100,1000.0
2015,Infrastructure Services,84,0149,LOCAL,0100,6000.0
2015,Infrastructure Services,84,0149,LOCAL,0100,9000.0
2015,Infrastructure Services,84,0149,LOCAL,0100,15000.0
2015,Infrastructure Services,84,0149,LOCAL,0100,32000.0
2015,Infrastructure Services,84,0149,LOCAL,0300,35000.0
2015,Infrastructure Services,84,0149,LOCAL,0300,125000.0
2015,Infrastructure Services,84,0150,LOCAL,0100,450.0
2015,Infrastructure Services,84,0150,LOCAL,0100,1000.0
2015,Infrastructure Services,84,0150,LOCAL,0100,1500.0
2015,Infrastructure Services,84,0150,LOCAL,0300,6000.0
2015,Infrastructure Services,84,0150,LOCAL,0300,12400.0
2015,Infrastructure Services,84,0152,LOCAL,0100,1000.0
2015,Infrastructure Services,84,0152,LOCAL,0100,4750.0
2015,Infrastructure Services,84,0152,LOCAL,0300,2000.0
2015,Infrastructure Services,84,0152,LOCAL,0300,9000.0
2015,Infrastructure Services,84,0153,LOCAL,0100,4000.0
2015,Infrastructure Services,84,0154,LOCAL,0100,1000.0
2015,Infrastructure Services,84,0154,LOCAL,0300,10000.0
2015,Infrastructure Services,84,0157,LOCAL,0100,13500.0
2015,Infrastructure Services,84,0157,LOCAL,0100,81105.0
2015,Infrastructure Services,84,0157,LOCAL,0100,160370.0
2015,Infrastructure Services,84,0157,LOCAL,0300,5400.0
2015,Infrastructure Services,84,0157,LOCAL,0300,41400.0
2015,Infrastructure Services,84,0157,LOCAL,0300,117495.0
2015,Infrastructure Services,84,0157,LOCAL,0300,286587.0
2015,Infrastructure Services,84,0159,LOCAL,0100,2915.0
2015,Infrastructure Services,84,0159,LOCAL,0100,13690.0
2015,Infrastructure Services,84,0159,LOCAL,0100,15972.0
2015,Infrastructure Services,84,0159,LOCAL,0100,20885.0
2015,Infrastructure Services,84,0159,LOCAL,0100,24692.0
2015,Infrastructure Services,84,0159,LOCAL,0100,25781.0
2015,Infrastructure Services,84,0159,LOCAL,0100,33577.0
2015,Infrastructure Services,84,0159,LOCAL,0300,4373.0
2015,Infrastructure Services,84,0159,LOCAL,0300,10713.0
2015,Infrastructure Services,84,0159,LOCAL,0300,14396.0
2015,Infrastructure Services,84,0159,LOCAL,0300,17089.0
2015,Infrastructure Services,84,0160,LOCAL,0100,3000.0
2015,Infrastructure Services,84,0160,LOCAL,0100,5500.0
2015,Infrastructure Services,84,0160,LOCAL,0100,8000.0
2015,Infrastructure Services,84,0160,LOCAL,0100,50000.0
2015,Infrastructure Services,84,0160,LOCAL,0300,9800.0
2015,Infrastructure Services,84,0160,LOCAL,0300,13454.0
2015,Infrastructure Services,84,0160,LOCAL,0300,42891.0
2015,Infrastructure Services,84,0162,LOCAL,0100,3000.0
2015,Infrastructure Services,84,0162,LOCAL,0100,8250.0
2015,Infrastructure Services,84,0162,LOCAL,0100,13832.0
2015,Infrastructure Services,84,0162,LOCAL,0100,18632.0
2015,Infrastructure Services,84,0162,LOCAL,0100,18665.0
2015,Infrastructure Services,84,0162,LOCAL,0100,24500.0
2015,Infrastructure Services,84,0162,LOCAL,0100,16563405.0
2015,Infrastructure Services,84,0162,LOCAL,0300,16345.0
2015,Infrastructure Services,84,0162,LOCAL,0300,34966.0
2015,Infrastructure Services,84,0162,LOCAL,0300,48328.0
2015,Infrastructure Services,84,0162,LOCAL,0300,54479.0
2015,Infrastructure Services,84,0166,LOCAL,0100,1015.0
2015,Infrastructure Services,84,0166,LOCAL,0100,2820.0
2015,Infrastructure Services,84,0166,LOCAL,0100,32719.0
2015,Infrastructure Services,84,0166,LOCAL,0300,500.0
2015,Infrastructure Services,84,0166,LOCAL,0300,2800.0
2015,Infrastructure Services,84,0169,LOCAL,0100,150.0
2015,Infrastructure Services,84,0169,LOCAL,0100,1100.0
2015,Infrastructure Services,84,0169,LOCAL,0100,1300.0
2015,Infrastructure Services,84,0169,LOCAL,0100,2400.0
2015,Infrastructure Services,84,0169,LOCAL,0100,6300.0
2015,Infrastructure Services,84,0169,LOCAL,0300,100.0
2015,Infrastructure Services,84,0169,LOCAL,0300,3000.0
2015,Infrastructure Services,84,0171,LOCAL,0100,250.0
2015,Infrastructure Services,84,0173,LOCAL,0100,500.0
2015,Infrastructure Services,84,0173,LOCAL,0100,2500.0
2015,Infrastructure Services,84,0178,LOCAL,0100,200.0
2015,Infrastructure Services,84,0178,LOCAL,0100,250.0
2015,Infrastructure Services,84,0178,LOCAL,0100,250.0
2015,Infrastructure Services,84,0178,LOCAL,0100,300.0
2015,Infrastructure Services,84,0179,LOCAL,0300,500.0
2015,Infrastructure Services,84,0181,LOCAL,0100,1000.0
2015,Infrastructure Services,84,0181,LOCAL,0100,2750.0
2015,Infrastructure Services,84,0181,LOCAL,0100,43150.0
2015,Infrastructure Services,84,0181,LOCAL,0100,204500.0
2015,Infrastructure Services,84,0181,LOCAL,0300,13500.0
2015,Infrastructure Services,84,0181,LOCAL,0300,24000.0
2015,Infrastructure Services,84,0181,LOCAL,0300,84500.0
2015,Infrastructure Services,84,0185,LOCAL,0100,3000.0
2015,Infrastructure Services,84,0185,LOCAL,0100,35365.0
2015,Infrastructure Services,84,0185,LOCAL,0300,107681.0
2015,Infrastructure Services,84,0188,LOCAL,0100,6708.0
2015,Infrastructure Services,84,0188,LOCAL,0100,45540.0
2015,Infrastructure Services,84,0188,LOCAL,0100,54120.0
2015,Infrastructure Services,84,0188,LOCAL,0300,12912.0
2015,Infrastructure Services,84,0188,LOCAL,0300,13255.0
2015,Infrastructure Services,84,0188,LOCAL,0300,167160.0
2015,Infrastructure Services,84,0189,LOCAL,0100,1275.0
2015,Infrastructure Services,84,0190,LOCAL,0100,18000.0
2015,Infrastructure Services,84,0190,LOCAL,0100,18000.0
2015,Infrastructure Services,84,0190,LOCAL,0100,30700.0
2015,Infrastructure Services,84,0190,LOCAL,0100,46000.0
2015,Infrastructure Services,84,0190,LOCAL,0100,51200.0
2015,Infrastructure Services,84,0190,LOCAL,0300,13000.0
2015,Infrastructure Services,84,0190,LOCAL,0300,35800.0
2015,Infrastructure Services,84,0190,LOCAL,0300,43300.0
2015,Infrastructure Services,84,0191,LOCAL,0100,400.0
2015,Infrastructure Services,84,0191,LOCAL,0100,500.0
2015,Infrastructure Services,84,0196,LOCAL,0100,75000.0
2015,Infrastructure Services,84,0196,LOCAL,0300,5500.0
2015,Infrastructure Services,84,0197,LOCAL,0100,1300.0
2015,Infrastructure Services,84,0197,LOCAL,0100,3700.0
2015,Infrastructure Services,84,0197,LOCAL,0100,5900.0
2015,Infrastructure Services,84,0197,LOCAL,0100,8000.0
2015,Infrastructure Services,84,0197,LOCAL,0100,9600.0
2015,Infrastructure Services,84,0197,LOCAL,0300,750.0
2015,Infrastructure Services,84,0197,LOCAL,0300,900.0
2015,Infrastructure Services,84,0197,LOCAL,0300,14800.0
2015,Infrastructure Services,84,0229,LOCAL,0100,375.0
2015,Infrastructure Services,84,0229,LOCAL,0100,11000.0
2015,Infrastructure Services,84,0229,LOCAL,0100,43600.0
2015,Infrastructure Services,84,0229,LOCAL,0300,14425.0
2015,Infrastructure Services,84,0229,LOCAL,0300,41378.0
2015,Infrastructure Services,84,0229,LOCAL,0300,107560.0
2015,Infrastructure Services,84,0229,LOCAL,0300,134434.0
2015,Infrastructure Services,84,0245,LOCAL,0100,400.0
2015,Infrastructure Services,84,0245,LOCAL,0100,800.0
2015,Infrastructure Services,84,0245,LOCAL,0100,5000.0
2015,Infrastructure Services,84,0245,LOCAL,0100,8800.0
2015,Infrastructure Services,84,0245,LOCAL,0300,500.0
2015,Infrastructure Services,84,0245,LOCAL,0300,4000.0
2015,Infrastructure Services,84,0245,LOCAL,0300,4000.0
2015,Infrastructure Services,84,0270,LOCAL,0100,200.0
2015,Infrastructure Services,84,0270,LOCAL,0100,325.0
2015,Infrastructure Services,84,0270,LOCAL,0100,500.0
2015,Infrastructure Services,84,0270,LOCAL,0300,500.0
2015,Infrastructure Services,84,0313,LOCAL,0100,2000.0
2015,Infrastructure Services,84,0313,LOCAL,0300,1617.0
2015,Infrastructure Services,84,0314,LOCAL,0100,1500.0
2015,Infrastructure Services,84,0316,LOCAL,0100,14500.0
2015,Infrastructure Services,84,0319,LOCAL,0100,1300.0
2015,Infrastructure Services,84,0319,LOCAL,0100,6200.0
2015,Infrastructure Services,84,0319,LOCAL,0100,6750.0
2015,Infrastructure Services,84,0319,LOCAL,0300,9800.0
2015,Infrastructure Services,84,0319,LOCAL,0300,14000.0
2015,Infrastructure Services,84,0319,LOCAL,0310,2034.0
2015,Infrastructure Services,84,0340,LOCAL,0100,2100.0
2015,Infrastructure Services,84,0340,LOCAL,0100,13100.0
2015,Infrastructure Services,84,0340,LOCAL,0100,13400.0
2015,Infrastructure Services,84,0340,LOCAL,0100,251500.0
2015,Infrastructure Services,84,0340,LOCAL,0100,269537.0
2015,Infrastructure Services,84,0340,LOCAL,0100,500883.0
2015,Infrastructure Services,84,0340,LOCAL,0300,10500.0
2015,Infrastructure Services,84,0340,LOCAL,0300,20296.0
2015,Infrastructure Services,84,0340,LOCAL,0300,363500.0
2015,Infrastructure Services,84,0340,LOCAL,0300,796723.0
2015,Infrastructure Services,84,0340,LOCAL,0310,1500090.0
2015,Infrastructure Services,84,0340,LOCAL,0310,4630442.0
2015,Infrastructure Services,84,0345,LOCAL,0100,8000.0
2015,Infrastructure Services,84,0345,LOCAL,0100,16480.0
2015,Infrastructure Services,84,0345,LOCAL,0300,2000.0
2015,Infrastructure Services,84,0345,LOCAL,0300,30000.0
2015,Infrastructure Services,84,0348,LOCAL,0100,1200.0
2015,Infrastructure Services,84,0348,LOCAL,0100,1300.0
2015,Infrastructure Services,84,0348,LOCAL,0100,3000.0
2015,Infrastructure Services,84,0348,LOCAL,0300,1000.0
2015,Infrastructure Services,84,0348,LOCAL,0300,1050.0
2015,Infrastructure Services,84,0350,LOCAL,0100,2350.0
2015,Infrastructure Services,84,0350,LOCAL,0100,2500.0
2015,Infrastructure Services,84,0350,LOCAL,0100,4000.0
2015,Infrastructure Services,84,0350,LOCAL,0100,7500.0
2015,Infrastructure Services,84,0350,LOCAL,0100,8400.0
2015,Infrastructure Services,84,0350,LOCAL,0100,8955.0
2015,Infrastructure Services,84,0350,LOCAL,0100,10500.0
2015,Infrastructure Services,84,0350,LOCAL,0300,8000.0
2015,Infrastructure Services,84,0350,LOCAL,0300,10000.0
2015,Infrastructure Services,84,0350,LOCAL,0300,10000.0
2015,Infrastructure Services,84,0350,LOCAL,0300,12310.0
2015,Infrastructure Services,84,0360,LOCAL,0100,27000.0
2015,Infrastructure Services,84,0360,LOCAL,0300,6500.0
2015,Infrastructure Services,84,0360,LOCAL,0310,250000.0
2015,Infrastructure Services,84,0362,LOCAL,0100,1500.0
2015,Infrastructure Services,84,0362,LOCAL,0100,40000.0
2015,Infrastructure Services,84,0362,LOCAL,0300,1000.0
2015,Infrastructure Services,84,0363,LOCAL,0100,40000.0
2015,Infrastructure Services,84,0365,LOCAL,0100,19500.0
2015,Infrastructure Services,84,0365,LOCAL,0100,203000.0
2015,Infrastructure Services,84,0365,LOCAL,0300,327000.0
2015,Infrastructure Services,84,0365,LOCAL,0310,350000.0
2015,Infrastructure Services,84,0370,LOCAL,0100,2300.0
2015,Infrastructure Services,84,0423,LOCAL,0300,700.0
2015,Infrastructure Services,84,0440,LOCAL,0100,15325.0
2015,Infrastructure Services,84,0440,LOCAL,0300,3750.0
2015,Infrastructure Services,84,0540,GRANTS,0598,150000.0
2015,Infrastructure Services,84,0540,GRANTS,0L00,5297000.0
2015,Infrastructure Services,84,0540,GRANTS,0L01,11681000.0
2015,Infrastructure Services,84,0540,GRANTS,0L03,640000.0
2015,Infrastructure Services,84,0540,GRANTS,0L04,600000.0
2015,Infrastructure Services,84,0540,GRANTS,0L05,21240000.0
2015,Infrastructure Services,84,0540,GRANTS,0L06,19000000.0
2015,Infrastructure Services,84,0540,GRANTS,0L07,2224000.0
2015,Infrastructure Services,84,0540,GRANTS,0L09,1000000.0
2015,Infrastructure Services,84,0540,GRANTS,0M07,1000000.0
2015,Infrastructure Services,84,0540,GRANTS,0M87,93563000.0
2015,Infrastructure Services,84,0540,GRANTS,0M88,75008000.0
2015,Infrastructure Services,84,0540,GRANTS,0M93,170284000.0
2015,Infrastructure Services,84,0801,GRANTS,0P29,20500.0
2015,Infrastructure Services,84,0931,LOCAL,0100,1890000.0
2015,Infrastructure Services,84,9064,LOCAL,0300,75000.0
2015,Infrastructure Services,84,9142,LOCAL,0100,250000.0
2015,Infrastructure Services,84,9438,LOCAL,0300,4000.0
2015,Infrastructure Services,84,9481,LOCAL,0300,35000.0
2015,Infrastructure Services,85,0005,LOCAL,0610,13940277.0
2015,Infrastructure Services,85,0005,LOCAL,0740,88844825.0
2015,Infrastructure Services,85,0011,LOCAL,0610,4142.0
2015,Infrastructure Services,85,0011,LOCAL,0740,20150.0
2015,Infrastructure Services,85,0012,LOCAL,0610,66069.0
2015,Infrastructure Services,85,0012,LOCAL,0740,582907.0
2015,Infrastructure Services,85,0015,LOCAL,0610,63968.0
2015,Infrastructure Services,85,0015,LOCAL,0740,322913.0
2015,Infrastructure Services,85,0020,LOCAL,0610,950000.0
2015,Infrastructure Services,85,0020,LOCAL,0740,5326300.0
2015,Infrastructure Services,85,0039,LOCAL,0610,10000.0
2015,Infrastructure Services,85,0039,LOCAL,0740,175000.0
2015,Infrastructure Services,85,0049,LOCAL,0610,2050085.0
2015,Infrastructure Services,85,0049,LOCAL,0740,12242520.0
2015,Infrastructure Services,85,0091,LOCAL,0610,30300.0
2015,Infrastructure Services,85,0091,LOCAL,0740,121900.0
2015,Infrastructure Services,85,0130,LOCAL,0610,500.0
2015,Infrastructure Services,85,0130,LOCAL,0740,40000.0
2015,Infrastructure Services,85,0138,LOCAL,0610,3916700.0
2015,Infrastructure Services,85,0138,LOCAL,0740,15979000.0
2015,Infrastructure Services,85,0140,GRANTS,0623,100000.0
2015,Infrastructure Services,85,0140,GRANTS,0623,20000000.0
2015,Infrastructure Services,85,0140,GRANTS,0623,20000000.0
2015,Infrastructure Services,85,0140,GRANTS,0623,20550000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,1600000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,2000000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,17813000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,50000000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,53991000.0
2015,Infrastructure Services,85,0140,GRANTS,0624,115000000.0
2015,Infrastructure Services,85,0140,LOCAL,0610,17625500.0
2015,Infrastructure Services,85,0140,LOCAL,0740,72577800.0
2015,Infrastructure Services,85,0141,LOCAL,0610,16000.0
2015,Infrastructure Services,85,0141,LOCAL,0740,12000.0
2015,Infrastructure Services,85,0142,LOCAL,0610,280600.0
2015,Infrastructure Services,85,0142,LOCAL,0740,1042400.0
2015,Infrastructure Services,85,0144,LOCAL,0610,92000.0
2015,Infrastructure Services,85,0144,LOCAL,0740,1226000.0
2015,Infrastructure Services,85,0147,LOCAL,0740,25000.0
2015,Infrastructure Services,85,0148,LOCAL,0610,7460.0
2015,Infrastructure Services,85,0148,LOCAL,0740,81500.0
2015,Infrastructure Services,85,0149,LOCAL,0610,200900.0
2015,Infrastructure Services,85,0149,LOCAL,0740,480000.0
2015,Infrastructure Services,85,0150,LOCAL,0610,15000.0
2015,Infrastructure Services,85,0152,LOCAL,0610,31000.0
2015,Infrastructure Services,85,0152,LOCAL,0740,185000.0
2015,Infrastructure Services,85,0154,LOCAL,0610,21000.0
2015,Infrastructure Services,85,0154,LOCAL,0740,81000.0
2015,Infrastructure Services,85,0155,LOCAL,0740,3950000.0
2015,Infrastructure Services,85,0157,LOCAL,0610,13601900.0
2015,Infrastructure Services,85,0157,LOCAL,0740,50585400.0
2015,Infrastructure Services,85,0160,LOCAL,0610,1350000.0
2015,Infrastructure Services,85,0160,LOCAL,0740,1925000.0
2015,Infrastructure Services,85,0161,LOCAL,0610,16270400.0
2015,Infrastructure Services,85,0161,LOCAL,0740,30885400.0
2015,Infrastructure Services,85,0162,LOCAL,0610,11343200.0
2015,Infrastructure Services,85,0162,LOCAL,0740,14911600.0
2015,Infrastructure Services,85,0163,LOCAL,0610,4200000.0
2015,Infrastructure Services,85,0163,LOCAL,0740,11140000.0
2015,Infrastructure Services,85,0166,LOCAL,0610,48500.0
2015,Infrastructure Services,85,0166,LOCAL,0740,420200.0
2015,Infrastructure Services,85,0168,LOCAL,0610,142100.0
2015,Infrastructure Services,85,0168,LOCAL,0740,1296700.0
2015,Infrastructure Services,85,0169,LOCAL,0610,47000.0
2015,Infrastructure Services,85,0169,LOCAL,0740,288100.0
2015,Infrastructure Services,85,0178,LOCAL,0740,41000.0
2015,Infrastructure Services,85,0181,LOCAL,0610,31000.0
2015,Infrastructure Services,85,0181,LOCAL,0740,201000.0
2015,Infrastructure Services,85,0183,LOCAL,0610,300000.0
2015,Infrastructure Services,85,0183,LOCAL,0740,5000000.0
2015,Infrastructure Services,85,0185,LOCAL,0610,400000.0
2015,Infrastructure Services,85,0185,LOCAL,0740,1045000.0
2015,Infrastructure Services,85,0186,LOCAL,0610,5000.0
2015,Infrastructure Services,85,0186,LOCAL,0740,15000.0
2015,Infrastructure Services,85,0188,LOCAL,0740,45000.0
2015,Infrastructure Services,85,0189,LOCAL,0610,31900.0
2015,Infrastructure Services,85,0189,LOCAL,0740,255400.0
2015,Infrastructure Services,85,0190,LOCAL,0610,501000.0
2015,Infrastructure Services,85,0190,LOCAL,0740,759200.0
2015,Infrastructure Services,85,0191,LOCAL,0610,1000.0
2015,Infrastructure Services,85,0191,LOCAL,0740,3000.0
2015,Infrastructure Services,85,0196,LOCAL,0740,329300.0
2015,Infrastructure Services,85,0197,LOCAL,0610,9000.0
2015,Infrastructure Services,85,0197,LOCAL,0740,16000.0
2015,Infrastructure Services,85,0229,LOCAL,0610,100.0
2015,Infrastructure Services,85,0229,LOCAL,0740,2500.0
2015,Infrastructure Services,85,0245,LOCAL,0610,9500.0
2015,Infrastructure Services,85,0245,LOCAL,0740,96000.0
2015,Infrastructure Services,85,0270,LOCAL,0610,100.0
2015,Infrastructure Services,85,0270,LOCAL,0740,9500.0
2015,Infrastructure Services,85,0313,LOCAL,0610,39000.0
2015,Infrastructure Services,85,0313,LOCAL,0740,480000.0
2015,Infrastructure Services,85,0314,LOCAL,0740,360000.0
2015,Infrastructure Services,85,0319,LOCAL,0610,34900.0
2015,Infrastructure Services,85,0319,LOCAL,0740,230900.0
2015,Infrastructure Services,85,0340,LOCAL,0610,2495400.0
2015,Infrastructure Services,85,0340,LOCAL,0740,9970100.0
2015,Infrastructure Services,85,0345,LOCAL,0610,11000.0
2015,Infrastructure Services,85,0345,LOCAL,0740,44000.0
2015,Infrastructure Services,85,0348,LOCAL,0740,2500.0
2015,Infrastructure Services,85,0350,LOCAL,0610,22000.0
2015,Infrastructure Services,85,0350,LOCAL,0740,200000.0
2015,Infrastructure Services,85,0360,LOCAL,0610,62500.0
2015,Infrastructure Services,85,0360,LOCAL,0740,1565000.0
2015,Infrastructure Services,85,0361,LOCAL,0610,8500.0
2015,Infrastructure Services,85,0361,LOCAL,0740,390000.0
2015,Infrastructure Services,85,0362,LOCAL,0610,70000.0
2015,Infrastructure Services,85,0362,LOCAL,0740,350000.0
2015,Infrastructure Services,85,0364,LOCAL,0610,2000.0
2015,Infrastructure Services,85,0364,LOCAL,0740,200000.0
2015,Infrastructure Services,85,0365,LOCAL,0610,517000.0
2015,Infrastructure Services,85,0365,LOCAL,0740,4100000.0
2015,Infrastructure Services,85,0401,LOCAL,0610,2000.0
2015,Infrastructure Services,85,0402,LOCAL,0610,15000.0
2015,Infrastructure Services,85,0402,LOCAL,0740,35000.0
2015,Infrastructure Services,85,0422,LOCAL,0610,5000.0
2015,Infrastructure Services,85,0423,LOCAL,0610,228000.0
2015,Infrastructure Services,85,0423,LOCAL,0740,442000.0
2015,Infrastructure Services,85,0424,LOCAL,0610,25000.0
2015,Infrastructure Services,85,0424,LOCAL,0740,310000.0
2015,Infrastructure Services,85,0440,LOCAL,0610,464000.0
2015,Infrastructure Services,85,0440,LOCAL,0740,1663900.0
2015,Infrastructure Services,85,0446,LOCAL,0610,187000.0
2015,Infrastructure Services,85,0446,LOCAL,0740,836400.0
2015,Infrastructure Services,85,9438,LOCAL,0610,62000.0
2015,Infrastructure Services,85,9438,LOCAL,0740,299700.0
2015,Infrastructure Services,85,9441,LOCAL,0740,90000.0
2015,Infrastructure Services,85,9481,LOCAL,0740,1253300.0
2015,Infrastructure Services,88,0005,LOCAL,0200,2978420.0
2015,Infrastructure Services,88,0005,LOCAL,0200,4145069.0
2015,Infrastructure Services,88,0005,LOCAL,0200,4234056.0
2015,Infrastructure Services,88,0005,LOCAL,0200,11672767.0
2015,Infrastructure Services,88,0005,LOCAL,0200,49698859.0
2015,Infrastructure Services,88,0005,LOCAL,0200,51735495.0
2015,Infrastructure Services,88,0005,LOCAL,0314,1950528.0
2015,Infrastructure Services,88,0005,LOCAL,0314,45157784.0
2015,Infrastructure Services,88,0011,LOCAL,0200,1923.0
2015,Infrastructure Services,88,0011,LOCAL,0200,3161.0
2015,Infrastructure Services,88,0011,LOCAL,0200,3772.0
2015,Infrastructure Services,88,0011,LOCAL,0200,4012.0
2015,Infrastructure Services,88,0011,LOCAL,0200,8505.0
2015,Infrastructure Services,88,0011,LOCAL,0200,41491.0
2015,Infrastructure Services,88,0011,LOCAL,0314,6247.0
2015,Infrastructure Services,88,0011,LOCAL,0314,10639.0
2015,Infrastructure Services,88,0012,LOCAL,0200,7991.0
2015,Infrastructure Services,88,0012,LOCAL,0200,9282.0
2015,Infrastructure Services,88,0012,LOCAL,0200,23194.0
2015,Infrastructure Services,88,0012,LOCAL,0200,86766.0
2015,Infrastructure Services,88,0012,LOCAL,0200,552321.0
2015,Infrastructure Services,88,0012,LOCAL,0200,572419.0
2015,Infrastructure Services,88,0012,LOCAL,0314,488074.0
2015,Infrastructure Services,88,0015,LOCAL,0200,5948.0
2015,Infrastructure Services,88,0015,LOCAL,0200,10857.0
2015,Infrastructure Services,88,0015,LOCAL,0200,12007.0
2015,Infrastructure Services,88,0015,LOCAL,0200,19420.0
2015,Infrastructure Services,88,0015,LOCAL,0200,20909.0
2015,Infrastructure Services,88,0015,LOCAL,0200,88882.0
2015,Infrastructure Services,88,0015,LOCAL,0314,4351.0
2015,Infrastructure Services,88,0015,LOCAL,0314,25584.0
2015,Infrastructure Services,88,0020,LOCAL,0200,13000.0
2015,Infrastructure Services,88,0020,LOCAL,0200,31000.0
2015,Infrastructure Services,88,0020,LOCAL,0200,82000.0
2015,Infrastructure Services,88,0020,LOCAL,0200,118000.0
2015,Infrastructure Services,88,0020,LOCAL,0200,3128722.0
2015,Infrastructure Services,88,0020,LOCAL,0200,4018673.0
2015,Infrastructure Services,88,0020,LOCAL,0314,1333340.0
2015,Infrastructure Services,88,0039,LOCAL,0200,25000.0
2015,Infrastructure Services,88,0039,LOCAL,0200,40000.0
2015,Infrastructure Services,88,0125,LOCAL,0200,442000.0
2015,Infrastructure Services,88,0130,LOCAL,0200,660.0
2015,Infrastructure Services,88,0130,LOCAL,0200,800.0
2015,Infrastructure Services,88,0130,LOCAL,0200,3900.0
2015,Infrastructure Services,88,0130,LOCAL,0200,7000.0
2015,Infrastructure Services,88,0130,LOCAL,0200,17750.0
2015,Infrastructure Services,88,0130,LOCAL,0200,112000.0
2015,Infrastructure Services,88,0130,LOCAL,0314,5816.0
2015,Infrastructure Services,88,0139,LOCAL,0200,85000.0
2015,Infrastructure Services,88,0140,GRANTS,0J31,7000000.0
2015,Infrastructure Services,88,0140,GRANTS,0J63,35000000.0
2015,Infrastructure Services,88,0140,GRANTS,0J70,2509000.0
2015,Infrastructure Services,88,0140,LOCAL,0200,20000.0
2015,Infrastructure Services,88,0140,LOCAL,0200,69368.0
2015,Infrastructure Services,88,0140,LOCAL,0200,100000.0
2015,Infrastructure Services,88,0140,LOCAL,0200,1800000.0
2015,Infrastructure Services,88,0140,LOCAL,0200,3175678.0
2015,Infrastructure Services,88,0140,LOCAL,0200,4740676.0
2015,Infrastructure Services,88,0140,LOCAL,0314,1850564.0
2015,Infrastructure Services,88,0144,LOCAL,0200,1500000.0
2015,Infrastructure Services,88,0148,LOCAL,0200,256000.0
2015,Infrastructure Services,88,0149,LOCAL,0200,419050.0
2015,Infrastructure Services,88,0150,LOCAL,0200,71900.0
2015,Infrastructure Services,88,0150,LOCAL,0314,3000.0
2015,Infrastructure Services,88,0154,LOCAL,0200,90123.0
2015,Infrastructure Services,88,0154,LOCAL,0314,7366.0
2015,Infrastructure Services,88,0157,LOCAL,0200,186000.0
2015,Infrastructure Services,88,0157,LOCAL,0200,1175296.0
